validation_id,outcome_id,year,instrument,title,consensus_primary,consensus_secondary,consensus_confidence,consensus_source,in_stratified_120,in_headline_lineage_95,topic_top1,topic_top2,topic_top3,probability_top1,margin_top1_top2,high_confidence,codable,exact_top1,primary_in_top3,primary_or_secondary_in_top3,same_descriptive_region,human_model_proximity,in_lineage_union_157
OV087,Measure 2 (2016),2016,Measure,"Antarctic Specially Protected Area ASPA No. 120 (Pointe-Géologie Archipelago, Terre Adélie): Revised Management Plan.",Management Plans,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Area Protection and Management Plans General,Environmental Monitoring and Reporting,0.913449804165984,1.1355317752458518,True,True,True,True,True,True,1.0,False
OV088,Measure 4 (2017),2017,Measure,"Antarctic Specially Protected Area ASPA No. 115 (Lagotellerie Island, Marguerite Bay, Graham Land): Revised Management Plan.",Management Plans,,high,three_coder_unanimous+independent_audit,False,True,Management Plans,Area Protection and Management Plans General,Environmental Monitoring and Reporting,0.9719517413854274,1.9704320701729432,True,True,True,True,True,True,1.0,True
OV089,Measure 1 (2018),2018,Measure,"Antarctic Specially Protected Area ASPA No. 108 (Green Island, Berthelot Islands, Antarctic Peninsula): Revised Management Plan.",Management Plans,,high,three_coder_unanimous+independent_audit,True,True,Management Plans,Area Protection and Management Plans General,Institutional and legal matters,0.900597311591608,1.051516676655701,True,True,True,True,True,True,1.0,True
OV090,Measure 4 (2018),2018,Measure,"Antarctic Specially Protected Area ASPA No. 147 (Ablation Valley and Ganymede Heights, Alexander Island): Revised Management Plan.",Management Plans,,high,three_coder_unanimous+independent_audit,False,True,Management Plans,Area Protection and Management Plans General,Environmental Monitoring and Reporting,0.778127882028417,0.6977775625277487,True,True,True,True,True,True,1.0,True
OV091,Measure 5 (2018),2018,Measure,"Antarctic Specially Protected Area ASPA No. 170 (Marion Nunataks, Charcot Island, Antarctic Peninsula): Revised Management Plan.",Management Plans,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Area Protection and Management Plans General,Climate Change,0.8986801961020862,1.536898194675486,True,True,True,True,True,True,1.0,False
OV092,Measure 7 (2019),2019,Measure,"Antarctic Specially Protected Area No 161 (Terra Nova Bay, Ross Sea): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Area Protection and Management Plans General,Biological Prospecting,0.9808914951226708,1.9377980014903344,True,True,True,True,True,True,1.0,False
OV093,Measure 17 (2021),2021,Measure,"Antarctic Specially Protected Area No 163 (Dakshin Gangotri Glacier, Dronning Maud Land): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Safety and Operations in Antarctica,Environmental Protection General,0.9658252658414148,2.175568397407223,True,True,True,True,True,True,1.0,False
OV094,Measure 4 (2021),2021,Measure,"Antarctic Specially Protected Area No 103 (Ardery Island and Odbert Island, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Area Protection and Management Plans General,Science issues,0.96891150421497,1.7484747574008073,True,True,True,True,True,True,1.0,False
OV095,Measure 7 (2021),2021,Measure,"Antarctic Specially Protected Area No 106 (Cape Hallett, Northern Victoria Land, Ross Sea): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Area Protection and Management Plans General,Specially Protected Species,0.9139177648100464,1.8718509365820533,True,True,True,True,True,True,1.0,False
OV096,Measure 1 (2022),2022,Measure,Antarctic Specially Managed Area No 7 (Southwest Anvers Island and Palmer Basin): Revised Management Plan,Management Plans,,high,three_coder_unanimous+independent_audit,False,True,Management Plans,Tourism and NG_Activities,Drilling,0.977625454881216,2.342897403518677,True,True,True,True,True,True,1.0,True
OV097,Measure 12 (2022),2022,Measure,"Antarctic Specially Protected Area No 129 (Rothera Point, Adelaide Island): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,True,Management Plans,Operation of the Antarctic Treaty system General,Comprehensive Environmental Evaluations,0.9940393411049084,2.9879376306600403,True,True,True,True,True,True,1.0,True
OV098,Measure 15 (2022),2022,Measure,"Antarctic Specially Protected Area No 140 (Parts of Deception Island, South Shetland Islands): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,True,Management Plans,Prevention of marine pollution,Biological Prospecting,0.993390172798497,3.0476632957144485,True,True,True,True,True,True,1.0,True
OV099,Measure 18 (2022),2022,Measure,"Revised List of Antarctic Historic Sites and Monuments: Updating information for Historic Sites and Monuments No 26, 29, 36, 38, 39, 40, 41, 42, 43 and 93",Historic Sites and Monuments,,high,three_coder_unanimous+independent_audit,False,True,Historic Sites and Monuments,Environmental Monitoring and Reporting,Biological Prospecting,0.9946318085697046,2.9531003450792808,True,True,True,True,True,True,1.0,True
OV100,Measure 6 (2022),2022,Measure,"Antarctic Specially Protected Area No 115 (Lagotellerie Island, Marguerite Bay, Graham Land): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,True,Management Plans,Prevention of marine pollution,Environmental Monitoring and Reporting,0.989991559287528,2.824156312549241,True,True,True,True,True,True,1.0,True
OV101,Measure 8 (2023),2023,Measure,"Antarctic Specially Protected Area No 138 (Linnaeus Terrace, Asgard Range, Victoria Land): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Safety and Operations in Antarctica,Exchange of Information,0.9218770360460858,1.927736035144639,True,True,True,True,True,True,1.0,False
OV102,Measure 12 (2024),2024,Measure,"Antarctic Specially Protected Area No 171 (Narębski Point, Barton Peninsula, King George Island): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Area Protection and Management Plans General,Historic Sites and Monuments,0.7235144619738778,0.4391607581116505,False,True,True,True,True,True,1.0,False
OV103,Measure 4 (2024),2024,Measure,"Antarctic Specially Protected Area No 136 (Clark Peninsula, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Area Protection and Management Plans General,Historic Sites and Monuments,0.5611907204848648,0.1458730498382987,False,True,True,True,True,True,1.0,False
OV104,Measure 1 (2025),2025,Measure,"Antarctic Specially Protected Area No 162 (Mawson's Huts, Cape Denison, Commonwealth Bay, George V Land, East Antarctica): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,True,Management Plans,Historic Sites and Monuments,Area Protection and Management Plans General,0.8322826447757014,1.4984684454768673,True,True,True,True,True,True,1.0,True
OV136,Resolution 2 (1995),1995,Resolution,Disposal of nuclear waste negotiations,Waste management and disposal,,high,three_coder_unanimous+independent_audit,False,True,Human Footprint and wilderness values,Waste management and disposal,Exchange of Information,0.8551144550690535,1.534717883610018,True,True,False,True,True,False,0.23529411764705882,True
OV137,Resolution 5 (1995),1995,Resolution,Inspection checklists,Inspections,,high,three_coder_unanimous+independent_audit,True,False,Inspections,Fauna and Flora_General,Tourism and NG_Activities,0.9847801353064364,2.327082200918114,True,True,True,True,True,True,1.0,False
OV138,Resolution 8 (1995),1995,Resolution,Guidelines for proposing new Historic Sites and Monuments,Historic Sites and Monuments,,high,three_coder_unanimous+independent_audit,True,False,Historic Sites and Monuments,Site Guidelines for Visitors,Comprehensive Environmental Evaluations,0.9890091103170549,2.131127299758954,True,True,True,True,True,True,1.0,False
OV139,Resolution 2 (1996),1996,Resolution,Educational and cultural activities,Educational issues,,high,three_coder_unanimous+independent_audit,True,False,Educational issues,International Polar Year,Drilling,0.997803677901294,3.333196478146311,True,True,True,True,True,True,1.0,False
OV140,Resolution 3 (1996),1996,Resolution,"Extension of expiry dates for SSSI 2 (Arrival Heights), 13 (Potter Peninsula), 20 (Biscoe Point), 23 (Svarthamaren), 24 (Mount Melbourne), 25 (Marine Plain), 26 (Chile Bay), 27 (Port Foster), 28 (South Bay), 29 (Ablation Point), 31 (Mount Flora) and 32 (Cape Shirreff)",Management Plans,,high,three_coder_unanimous+independent_audit,False,True,Area Protection and Management Plans General,Management Plans,Fauna and Flora_General,0.5325516430149153,0.4221120146925738,False,True,False,True,True,True,0.6111111111111112,True
OV141,Resolution 5 (1996),1996,Resolution,Numbering system for ASPAs,Area Protection and Management Plans General,,high,three_coder_unanimous+independent_audit,True,True,Area Protection and Management Plans General,Operational issues,Environmental Protection General,0.1585933261572251,0.0876820850088774,False,True,True,True,True,True,1.0,True
OV142,Resolution 1 (1997),1997,Resolution,Contingency plans,Emergency report and contingency planning,,high,three_coder_unanimous+independent_audit,False,True,Emergency report and contingency planning,Management Plans,Safety and Operations in Antarctica,0.7904394742056201,1.3729151709957563,True,True,True,True,True,True,1.0,True
OV143,Resolution 1 (1998),1998,Resolution,Annex V. Protected Areas,Area Protection and Management Plans General,,high,three_coder_unanimous+independent_audit,False,True,Area Protection and Management Plans General,Management Plans,Liability,0.8589657494138538,1.129883218198496,True,True,True,True,True,True,1.0,True
OV144,Resolution 2 (1998),1998,Resolution,Guide to the Preparation of Management Plans for Antarctic Specially Protected Areas,Area Protection and Management Plans General,,high,three_coder_unanimous+independent_audit,True,True,Management Plans,Area Protection and Management Plans General,Marine Protected Areas,0.9246637311312544,1.869273945196948,True,True,False,True,True,True,0.6111111111111112,True
OV145,Resolution 4 (1998),1998,Resolution,Antarctic Data Management,Exchange of Information,,low,adversarial_adjudication+independent_audit,False,True,Environmental Monitoring and Reporting,Exchange of Information,Management Plans,0.8850992665240931,1.5085458644952423,True,True,False,True,True,True,0.36363636363636365,True
OV146,Resolution 2 (1999),1999,Resolution,LIST OF SPECIALLY PROTECTED SPECIES: ANNEX II TO THE ENVIRONMENTAL PROTOCOL,Specially Protected Species,,high,three_coder_unanimous+independent_audit,False,True,Fauna and Flora_General,Specially Protected Species,Environmental Protection General,0.4741463140557443,0.2891164591316657,False,True,False,True,True,False,0.4117647058823529,True
OV147,Resolution 6 (1999),1999,Resolution,ADHERENCE TO THE ENVIRONMENTAL PROTOCOL BY NON-CONSULTATIVE PARTIES,Environmental Protection General,,high,three_coder_unanimous+independent_audit,True,False,Environmental Protection General,Operation of the CEP,Tourism and NG_Activities,0.2975299184283643,0.4865987528217714,False,True,True,True,True,True,1.0,True
OV148,Resolution 2 (2001),2001,Resolution,"Support for CCAMLR and its Measures to Combat Illegal, Unreported and Unregulated Fishing, Including a Catch Documentation Scheme for Dissostichus spp. (Toothfish)",Cooperation with Other Organisations,Marine living resources,high,three_coder_unanimous+independent_audit,True,False,Cooperation with Other Organisations,Tourism and NG_Activities,Marine Protected Areas,0.4377923753274709,0.5852156122381318,False,True,True,True,True,True,1.0,False
OV149,Resolution 4 (2001),2001,Resolution,Historic Sites and Monuments,Historic Sites and Monuments,,high,three_coder_unanimous+independent_audit,True,True,Historic Sites and Monuments,Environmental Protection General,Environmental Monitoring and Reporting,0.9995305283204782,3.8767739222896864,True,True,True,True,True,True,1.0,True
OV150,Resolution 5 (2001),2001,Resolution,Guidelines for handling of pre-1958 historic remains whose existence or present location is not known,Historic Sites and Monuments,,high,three_coder_unanimous+independent_audit,True,True,Historic Sites and Monuments,Area Protection and Management Plans General,Fauna and Flora_General,0.6815267687971944,1.1941973136688766,True,True,True,True,True,True,1.0,True
OV151,Resolution 6 (2001),2001,Resolution,Recalling Article III (1)a and Article VII(5) of the Antarctic Treaty;,INSUFFICIENT_TITLE,,high,three_coder_unanimous+independent_audit,False,True,Operation of the Antarctic Treaty system General,Inspections,Cooperation with Other Organisations,0.2293979137641633,0.3269549442594843,False,False,False,False,False,False,,True
OV152,Resolution 3 (2002),2002,Resolution,Support for CCAMLR,Cooperation with Other Organisations,,high,three_coder_unanimous+independent_audit,True,False,Cooperation with Other Organisations,Operation of the Antarctic Treaty system General,Science issues,0.5868426072896408,0.779422888344476,True,True,True,True,True,True,1.0,True
OV153,Resolution 4 (2003),2003,Resolution,Support for the Conservation of Albatrosses and Petrels,Fauna and Flora_General,,high,three_coder_unanimous+independent_audit,True,False,Operation of the Antarctic Treaty system Reports,Cooperation with Other Organisations,Operation of the Antarctic Treaty system General,0.4313930520737165,0.4378627079180606,False,True,False,False,False,False,0.45,False
OV154,Resolution 5 (2004),2004,Resolution,ESTABLISHMENT OF AN INTERSESSIONAL CONTACT GROUP TO IMPROVE EXCHANGE OF INFORMATION,Exchange of Information,,high,three_coder_unanimous+independent_audit,False,True,Exchange of Information,Operation of the CEP,Environmental Impact Assessment EIA Other EIA Matters,0.6815376836628558,1.0395280883479696,True,True,True,True,True,True,1.0,True
OV155,Resolution 6 (2005),2005,Resolution,Antarctic Post Visit Site Report Form,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,True,True,Site Guidelines for Visitors,Tourism and NG_Activities,Science issues,0.1946875557992056,0.048173711447224,False,True,True,True,True,True,1.0,True
OV156,Resolution 7 (2005),2005,Resolution,Biological Prospecting in Antarctica,Biological Prospecting,,high,three_coder_unanimous+independent_audit,True,False,Biological Prospecting,Mineral resources,Inspections,0.9924834708460047,2.788670140292365,True,True,True,True,True,True,1.0,False
OV157,Resolution 5 (2007),2007,Resolution,Tourism in the Antarctic Treaty Area,Tourism and NG_Activities,,high,three_coder_unanimous+independent_audit,False,True,Tourism and NG_Activities,Search and Rescue,Institutional and legal matters,0.9429801840507734,1.9343267088665783,True,True,True,True,True,True,1.0,True
OV158,Resolution 1 (2008),2008,Resolution,"Guide to the Presentation of Working Papers Containing Proposals for Antarctic Specially Protected Areas, Antarctic Specially Managed Areas or Historic Sites and Monuments",Area Protection and Management Plans General,Historic Sites and Monuments,high,three_coder_unanimous+independent_audit,True,True,Area Protection and Management Plans General,Historic Sites and Monuments,Environmental Monitoring and Reporting,0.8858018982862742,1.2621094623197655,True,True,True,True,True,True,1.0,True
OV159,Resolution 3 (2008),2008,Resolution,Environmental Domains Analysis for the Antarctic continent as a dynamic model for a systematic environmental geographic framework,Environmental Domains Analysis,,high,three_coder_unanimous+independent_audit,True,False,Environmental Domains Analysis,Environmental Monitoring and Reporting,Liability,0.9791607755494118,2.0196348384816147,True,True,True,True,True,True,1.0,True
OV160,Resolution 5 (2008),2008,Resolution,Improving hydrographic surveying and charting to support safety of navigation and environmental protection in the Antarctic region,Safety and Operations in Antarctica,Environmental Protection General,high,three_coder_unanimous+independent_audit,False,True,Safety and Operations in Antarctica,Environmental Monitoring and Reporting,Environmental Domains Analysis,0.9922125130295968,2.6794997418780877,True,True,True,True,True,True,1.0,True
OV161,Resolution 6 (2008),2008,Resolution,Enhancing the role of Maritime Rescue Coordination Centres with Search and Rescue Regions in the Antarctic Treaty Area,Search and Rescue,,high,three_coder_unanimous+independent_audit,False,True,Search and Rescue,Safety and Operations in Antarctica,Marine Protected Areas,0.6716032307228302,0.7539344984156581,True,True,True,True,True,True,1.0,True
OV162,Resolution 5 (2009),2009,Resolution,Protection of the Southern Giant Petrel,Fauna and Flora_General,,high,three_coder_unanimous+independent_audit,False,True,Fauna and Flora_General,Environmental Protection General,Specially Protected Species,0.2121605097314778,0.2959735714727822,False,True,True,True,True,True,1.0,True
OV163,Resolution 7 (2009),2009,Resolution,General principles of Antarctic tourism,Tourism and NG_Activities,,high,three_coder_unanimous+independent_audit,True,False,Tourism and NG_Activities,Environmental Monitoring and Reporting,Biological Prospecting,0.8347139674704375,1.348856832546439,True,True,True,True,True,True,1.0,True
OV164,Resolution 2 (2010),2010,Resolution,The contribution of the IPY to hydrographic knowledge,International Polar Year,,high,three_coder_unanimous+independent_audit,True,False,Safety and Operations in Antarctica,International Polar Year,Fauna and Flora_General,0.3222259072884903,0.0890203541106464,False,True,False,True,True,True,0.2857142857142857,True
OV165,Resolution 7 (2010),2010,Resolution,Enhancement of port State control for passenger vessels bound,INSUFFICIENT_TITLE,,high,adversarial_adjudication+independent_audit,False,True,Search and Rescue,Tourism and NG_Activities,Safety and Operations in Antarctica,0.293638572107533,0.0823677171531567,False,False,False,False,False,False,,True
OV166,Resolution 2 (2011),2011,Resolution,Revised Guide to the Preparation of Management Plans for Antarctic Specially Protected Areas,Area Protection and Management Plans General,,high,three_coder_unanimous+independent_audit,True,False,Area Protection and Management Plans General,Management Plans,Climate Change,0.8225122738004439,1.0660942203102524,True,True,True,True,True,True,1.0,False
OV167,Resolution 2 (2012),2012,Resolution,Cooperation on questions related to the exercise of jurisdiction,Institutional and legal matters,,high,three_coder_unanimous+independent_audit,False,True,Operation of the Antarctic Treaty system General,Institutional and legal matters,Cooperation with Other Organisations,0.7456003697470831,0.6117406654852121,True,True,False,True,True,False,0.2916666666666667,True
OV168,Resolution 3 (2012),2012,Resolution,Improving Cooperation in Antarctica.,INSUFFICIENT_TITLE,,medium,three_coder_unanimous+independent_audit,False,True,Exchange of Information,Safety and Operations in Antarctica,Operation of the Antarctic Treaty system General,0.3217529424712599,0.3623732665709709,False,False,False,False,False,False,,True
OV169,Resolution 3 (2013),2013,Resolution,Site Guidelines for Visitors.,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,False,True,Site Guidelines for Visitors,Human Footprint and wilderness values,Tourism and NG_Activities,0.9975293547856916,3.117248863089452,True,True,True,True,True,True,1.0,True
OV170,Resolution 6 (2013),2013,Resolution,Biological Prospecting in Antarctica,Biological Prospecting,,high,three_coder_unanimous+independent_audit,True,True,Biological Prospecting,Fauna and Flora_General,Inspections,0.9951026040442256,3.0114945070880808,True,True,True,True,True,True,1.0,True
OV171,Resolution 2 (2014),2014,Resolution,"Cooperation, Facilitation, and Exchange of Meteorological and Related Oceanographic and Cryospheric Environmental Information.",Exchange of Information,Science issues,high,three_coder_unanimous+independent_audit,False,True,Exchange of Information,Environmental Monitoring and Reporting,Science issues,0.8256990041774499,1.390162532351118,True,True,True,True,True,True,1.0,True
OV172,Resolution 3 (2015),2015,Resolution,The Antarctic Environments Portal.,Exchange of Information,,medium,adversarial_adjudication+independent_audit,False,True,CEP Strategy Discussions,Environmental Monitoring and Reporting,Operation of the CEP,0.2761008524457407,0.0818630854628827,False,True,False,False,False,False,0.13636363636363635,True
OV173,Resolution 5 (2015),2015,Resolution,Important Bird Areas in Antarctica.,Fauna and Flora_General,,high,three_coder_unanimous+independent_audit,True,False,Fauna and Flora_General,Area Protection and Management Plans General,Environmental Monitoring and Reporting,0.3942646504907336,0.4563985905503794,False,True,True,True,True,True,1.0,True
OV174,Resolution 6 (2015),2015,Resolution,The Role of Antarctica in Global Climate Processes.,Climate Change,,high,three_coder_unanimous+independent_audit,True,True,Climate Change,Marine Protected Areas,Nonnative Species and Quarantine,0.8157452065643079,1.4445149904780736,True,True,True,True,True,True,1.0,True
OV175,Resolution 1 (2016),2016,Resolution,"Revised Guidelines for Environmental Impact Assessment in Antarctica, and highlighted the importance of the Guidelines for the ongoing implementation of the Protocol.",Environmental Impact Assessment EIA Other EIA Matters,,high,three_coder_unanimous+independent_audit,False,True,Environmental Impact Assessment EIA Other EIA Matters,Environmental Protection General,Human Footprint and wilderness values,0.2811543252295179,0.5158059595062174,False,True,True,True,True,True,1.0,True
OV176,Resolution 2 (2016),2016,Resolution,Site Guidelines for Visitors.,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,False,True,Site Guidelines for Visitors,Tourism and NG_Activities,Emergency report and contingency planning,0.992915351535879,2.4336071536687167,True,True,True,True,True,True,1.0,True
OV177,Resolution 4 (2016),2016,Resolution,The Committee for Environmental Protection Non-native Species Manual,Nonnative Species and Quarantine,,high,three_coder_unanimous+independent_audit,False,True,Nonnative Species and Quarantine,CEP Strategy Discussions,Operation of the CEP,0.8052647134650239,1.0404375933697088,True,True,True,True,True,True,1.0,True
OV178,Resolution 5 (2016),2016,Resolution,"Revised Guide to the presentation of Working Papers containing proposals for Antarctic Specially Protected Areas, Antarctic Specially Managed Areas or Historic Sites and Monuments",Area Protection and Management Plans General,Historic Sites and Monuments,high,three_coder_unanimous+independent_audit,False,True,Historic Sites and Monuments,Area Protection and Management Plans General,Educational issues,0.4259099232246135,0.1844372832105771,False,True,False,True,True,True,0.35714285714285715,True
OV179,Resolution 3 (2017),2017,Resolution,Antarctic Conservation Biogeographic Regions (ACBRs Version 2),Environmental Domains Analysis,,high,three_coder_unanimous+independent_audit,True,False,Management Plans,Fauna and Flora_General,Area Protection and Management Plans General,0.7202672281590694,1.094628624312009,True,True,False,False,False,False,0.05555555555555555,False
OV180,Resolution 4 (2017),2017,Resolution,Green Expedition in the Antarctic.,INSUFFICIENT_TITLE,,medium,independent_challenge+blind_arbitration,True,True,Operational issues,Fauna and Flora_General,Educational issues,0.4470006597626579,0.7059127036990087,True,False,False,False,False,False,,True
OV181,Resolution 5 (2017),2017,Resolution,Establishment of the Ross Sea Region Marine Protected Area,Marine Protected Areas,,high,three_coder_unanimous+independent_audit,False,True,Marine Protected Areas,Area Protection and Management Plans General,Management Plans,0.8784566290149531,1.4165889216888723,True,True,True,True,True,True,1.0,True
OV182,Resolution 6 (2017),2017,Resolution,"Guidelines on Contingency Planning, insurance and other matters for tourist and other non-governmental activities in the Antarctic Treaty Area.",Emergency report and contingency planning,Tourism and NG_Activities,high,three_coder_unanimous+independent_audit,False,True,Tourism and NG_Activities,Emergency report and contingency planning,Environmental Impact Assessment EIA Other EIA Matters,0.607921022526586,0.910644647178261,True,True,False,True,True,False,0.3333333333333333,True
OV183,Resolution 1 (2018),2018,Resolution,Site Guidelines for Visitors.,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,False,True,Site Guidelines for Visitors,Tourism and NG_Activities,Emergency report and contingency planning,0.992915351535879,2.4336071536687167,True,True,True,True,True,True,1.0,True
OV184,Resolution 4 (2018),2018,Resolution,Environmental guidelines for the operation of Remotely Piloted Aircraft Systems (RPAS) in Antarctica,Environmental Protection General,Operational issues,high,three_coder_unanimous+independent_audit,False,True,Fauna and Flora_General,Safety and Operations in Antarctica,Environmental Domains Analysis,0.7597242553391621,0.5635718587018461,False,True,False,False,False,True,0.28,True
OV185,Resolution 5 (2018),2018,Resolution,SCAR's Environmental Code of Conduct for Terrestrial Scientific Field Research in Antarctica.,Environmental Protection General,Science issues,high,adversarial_adjudication+independent_audit,True,False,Environmental Domains Analysis,Area Protection and Management Plans General,Environmental Protection General,0.4969957051057344,0.0593765543838571,False,True,False,True,True,False,0.16,True
OV186,Resolution 2 (2019),2019,Resolution,Site Guidelines for Visitors.,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,False,True,Site Guidelines for Visitors,Emergency report and contingency planning,Tourism and NG_Activities,0.9965717245423475,3.0850336535735225,True,True,True,True,True,True,1.0,True
OV187,Resolution 3 (2019),2019,Resolution,Visitor Site Guidelines Assessment and Review Checklist,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,False,True,Site Guidelines for Visitors,Tourism and NG_Activities,Environmental Impact Assessment EIA Other EIA Matters,0.8966949454129965,1.4208584682906376,True,True,True,True,True,True,1.0,True
OV188,Resolution 4 (2019),2019,Resolution,Scientific Committee on Antarctic Research's Code of Conduct for the Use of Animals for Scientific Purposes in Antarctica,Fauna and Flora_General,Science issues,high,adversarial_adjudication+independent_audit,True,False,Science issues,Fauna and Flora_General,CEP Strategy Discussions,0.5808912136272598,0.5336790645607702,False,True,False,True,True,False,0.12,True
OV189,Resolution 6 (2019),2019,Resolution,Hydrographic Mapping of Antarctic Waters,Operational issues,,medium,three_coder_unanimous+independent_audit,True,False,Safety and Operations in Antarctica,Environmental Monitoring and Reporting,Marine Acoustics,0.6718738262394364,1.1874717820844016,True,True,False,False,False,False,0.42857142857142855,True
OV190,Resolution 7 (2019),2019,Resolution,SCAR’s Sixtieth Anniversary and the Role of SCAR in Providing Scientific Advice to Support the Work of the Antarctic Treaty System,Cooperation with Other Organisations,Science issues,high,three_coder_unanimous+independent_audit,True,False,Science issues,Cooperation with Other Organisations,Operation of the Antarctic Treaty system Reports,0.2849940578893128,0.1398080771670777,False,True,False,True,True,False,0.16,False
OV191,Resolution 1 (2021),2021,Resolution,SCAR Environmental Code of Conduct for Geosciences Field Research Activities in Antarctica,Environmental Protection General,Science issues,high,adversarial_adjudication+independent_audit,True,False,Environmental Protection General,Environmental Domains Analysis,Area Protection and Management Plans General,0.4449007534122217,0.4518498655806123,False,True,True,True,True,True,1.0,False
OV192,Resolution 5 (2021),2021,Resolution,Coronavirus Disease 2019 and Antarctica,Safety and Operations in Antarctica,,medium,three_coder_unanimous+independent_audit,False,True,Fauna and Flora_General,Operation of the Antarctic Treaty system Reports,Operation of the Antarctic Treaty system General,0.1951886523739414,0.2540965893091773,False,True,False,False,False,True,0.23809523809523808,True
OV193,Resolution 6 (2021),2021,Resolution,Air Safety in Antarctica,Safety and Operations in Antarctica,,high,three_coder_unanimous+independent_audit,True,False,Safety and Operations in Antarctica,Operational issues,Search and Rescue,0.5334730949697974,0.1000756364111304,False,True,True,True,True,True,1.0,False
OV194,Resolution 4 (2022),2022,Resolution,Antarctic Climate Change and the Environment: A Decadal Synopsis and Recommendations for Action report,Climate Change,,high,three_coder_unanimous+independent_audit,False,True,Climate Change,CEP Strategy Discussions,Mineral resources,0.8152080162003429,1.1300569075578255,True,True,True,True,True,True,1.0,True
OV195,Resolution 2 (2023),2023,Resolution,Helsinki Declaration on Climate Change and the Antarctic,Climate Change,,high,three_coder_unanimous+independent_audit,False,True,Climate Change,Environmental Protection General,Institutional and legal matters,0.9700353207700108,2.2554946975136607,True,True,True,True,True,True,1.0,True
OV196,Resolution 4 (2023),2023,Resolution,Urgent measures to be taken with respect to certain tourist and non-governmental activities,Tourism and NG_Activities,,high,three_coder_unanimous+independent_audit,True,False,Tourism and NG_Activities,Nonnative Species and Quarantine,Management Plans,0.935437821961253,1.927586965018241,True,True,True,True,True,True,1.0,False
OV197,Resolution 2 (2024),2024,Resolution,General Guidelines for Visitors to the Antarctic,Tourism and NG_Activities,,high,adversarial_adjudication+independent_audit,False,True,Site Guidelines for Visitors,Tourism and NG_Activities,Mineral resources,0.8883587288406029,1.6113267354820158,True,True,False,True,True,True,0.5,True
OV198,Resolution 1 (2025),2025,Resolution,Site Guidelines for Visitors,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,False,True,Site Guidelines for Visitors,Tourism and NG_Activities,Emergency report and contingency planning,0.9953303794568984,2.7245947986122,True,True,True,True,True,True,1.0,True
OV199,Resolution 2 (2025),2025,Resolution,Revised Guidelines for implementation of the Framework for Antarctic Specially Protected Areas,Area Protection and Management Plans General,,high,three_coder_unanimous+independent_audit,False,True,Management Plans,Area Protection and Management Plans General,Operational issues,0.1389363164395204,0.0981293472138111,False,True,False,True,True,True,0.6111111111111112,True
OV200,Resolution 4 (2025),2025,Resolution,General Guidelines for Visitors to the Antarctic,Tourism and NG_Activities,,high,adversarial_adjudication+independent_audit,False,True,Site Guidelines for Visitors,Tourism and NG_Activities,Emergency report and contingency planning,0.8505418026970726,1.1214714018774377,True,True,False,True,True,True,0.5,True
OS001,Decision 1 (2007),2007,Decision,Review of the Status of Measures Relating to Area Protection and Management,Area Protection and Management Plans General,,high,three_coder_unanimous+independent_audit,False,False,Operation of the Antarctic Treaty system General,Area Protection and Management Plans General,Management Plans,0.353754334701743,0.3142518449104151,False,True,False,True,True,False,0.20833333333333334,True
OS002,Decision 5 (2019),2019,Decision,Multi-year Strategic Work Plan for the Antarctic Treaty Consultative Meeting,Multiyear strategic workplan,,high,three_coder_unanimous+independent_audit,False,False,Operation of the Antarctic Treaty system General,Operational issues,Multiyear strategic workplan,0.8248636688902448,1.1076696476403138,True,True,False,True,True,False,0.08333333333333333,True
OS003,Decision 2 (2021),2021,Decision,Staff Regulations for the Secretariat of the Antarctic Treaty,Operation of the Antarctic Treaty system The Secretariat,,high,three_coder_unanimous+independent_audit,False,False,Operation of the Antarctic Treaty system The Secretariat,Operational issues,Fauna and Flora_General,0.923846121099603,1.7432862303542578,True,True,True,True,True,True,1.0,True
