specification,outcome,horizon_meetings,predictor,coefficient_per_sd,se_two_way_cluster,rate_or_odds_ratio_per_sd,ci_low_per_sd,ci_high_per_sd,contrast_ratio,contrast_ci_low,contrast_ci_high,contrast,n_topic_meetings,n_events,n_topics,n_meetings,fixed_effects,clustered_by
recency_adjusted_hard_output,outcome_count_hard,5,papers,0.18691177764544595,0.1365142258018574,1.2055209264637945,0.9225108838495171,1.5753534506582463,1.1275256490103889,0.9495250380548856,1.338894750769924,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,5,effective_meetings,0.029315238168794625,0.09245733629429487,1.0297491595541681,0.8590732036886679,1.2343340789230381,1.0245785691881442,0.8817757939148391,1.190508122001146,effective meetings: 1 to 2,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,5,latest_attention_lag,-0.1014169461368201,0.10789750821983164,0.9035562200606431,0.7313259209911751,1.1163474715948551,0.900262505130782,0.7231322258183205,1.1207806113566485,attention is one meeting farther in the past,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,5,returning_activation_share,0.06070277197061969,0.07195373097391514,1.0625830377834868,0.9228149605034548,1.2235201643991511,1.0721738415666655,0.9119074585760601,1.2606068036057623,returning activation share: +25 percentage points,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,5,nearby,-0.05451470992633208,0.10629984690468175,0.946944579270372,0.7688476758936913,1.1662960874105956,0.9549797643283721,0.8008195075732639,1.1388163520644994,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,5,outcomes,0.3837293975181013,0.09872313668350123,1.467748211629825,1.2095302361247506,1.7810921533013724,1.3836685127578126,1.1746702816512284,1.629851868309939,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,5,papers,0.11734731901992267,0.08753070773805413,1.1245099255585287,0.9472304498490983,1.3349682465139254,1.078266512388767,0.96578616103127,1.2038468955669688,per doubling of count + 1,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,5,effective_meetings,-0.025891158099567116,0.06272498821016023,0.9744411438630294,0.8617137543453817,1.1019152683415423,0.9787830532100591,0.8840201299490629,1.0837041293464733,effective meetings: 1 to 2,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,5,latest_attention_lag,-0.09663469973469568,0.07600244682572775,0.9078875971445465,0.7822354510049877,1.0537235150745456,0.9047338791525987,0.7753479919047608,1.0557109847871435,attention is one meeting farther in the past,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,5,returning_activation_share,0.09802371911028943,0.0518510470893939,1.1029889467147167,0.9964021546268456,1.2209775048413591,1.1191097950729962,0.995870689566771,1.25759975321008,returning activation share: +25 percentage points,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,5,nearby,-0.015384026802200997,0.08076411083316308,0.9847337028462614,0.840564420152209,1.1536301588231823,0.987084570788525,0.8634997646893614,1.1283569373516595,per doubling of count + 1,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,5,outcomes,0.3346014150251951,0.07477802798627635,1.3973832982198742,1.206877541646972,1.6179604100339116,1.3273212630344522,1.1724897207820444,1.5025988749208603,per doubling of count + 1,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,5,papers,0.026926903716245197,0.11252877373881046,1.0272927087396386,0.8239631319837465,1.2807979731918895,1.0174414887604928,0.8830801374331294,1.172246027478516,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,5,effective_meetings,0.09516498883550709,0.09365955489641649,1.099840301527969,0.9153875616303373,1.3214607009851729,1.082013595732377,0.9293900056675538,1.2597008943611245,effective meetings: 1 to 2,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,5,latest_attention_lag,-0.09103945904409208,0.09620736020371827,0.9129816848039369,0.7560816658365744,1.1024411706441275,0.9099935985404449,0.7485073467575478,1.1063196012327423,attention is one meeting farther in the past,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,5,returning_activation_share,-0.019921347261052325,0.07855576312869127,0.9802757716490819,0.8403887950366289,1.143447644896693,0.9773893632452973,0.81903327844518,1.1663628237408523,returning activation share: +25 percentage points,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,5,nearby,-0.03958093369379563,0.10968423797540079,0.9611921580106875,0.7752559546219854,1.191723016267229,0.9671071019359224,0.8064560734168603,1.159760807122647,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,5,outcomes,0.19170139813082815,0.09387954561490934,1.2113087638964735,1.0077271905528626,1.4560179930120023,1.1761318505822405,1.0065354097073342,1.3743044870683858,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,5,papers,0.013042067548387175,0.1470812749261671,1.013127486252917,0.7593919503096638,1.351643644606187,1.008401255119116,0.8381503175584377,1.2132347504061043,per doubling of count + 1,1181,248,41,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,5,effective_meetings,0.022695470222665173,0.11877841680359456,1.0229549718590023,0.8104949028577358,1.2911085199443018,1.0188328952738728,0.8413649046217415,1.233733975341903,effective meetings: 1 to 2,1181,248,41,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,5,latest_attention_lag,-0.081661671765603,0.11745000193395123,0.921583703744636,0.7320813220050697,1.1601395876096392,0.921076878806723,0.7305449641605704,1.1613010263470438,attention is one meeting farther in the past,1181,248,41,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,5,returning_activation_share,0.16866672230613364,0.09188134898655452,1.1837255638499957,0.9886442471689495,1.4173007272580003,1.2140035004703809,0.9869549263768775,1.4932845054684418,returning activation share: +25 percentage points,1181,248,41,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,5,nearby,-0.07654114273754498,0.1266946214841874,0.926314802378015,0.722626635109244,1.1874169473076548,0.9379550332098977,0.7619605611776371,1.1545999742612407,per doubling of count + 1,1181,248,41,42,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,5,outcomes,0.16063026937995958,0.11256714630726654,1.1742507320922528,0.9417632740858891,1.464130976181429,1.1803817284256333,0.939933102259416,1.4823406277019728,per doubling of count + 1,1181,248,41,42,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,5,papers,0.1933617426841758,0.1312812984020979,1.2133216243635763,0.938052274125421,1.5693681522394938,1.1322053757629438,0.9597664687214389,1.335625961817762,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,5,effective_meetings,0.05540106967630365,0.08732901599516599,1.0569644460651015,0.8906855768959685,1.2542853159686813,1.046957022203591,0.908568099111271,1.2064247109419706,effective meetings: 1 to 2,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,5,paper_weighted_lag,-0.12973322865531695,0.07294018942257972,0.8783297128678936,0.7613241950666986,1.0133174401990597,0.8568739984323915,0.7227583840332745,1.0158762117600166,attention is one meeting farther in the past,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,5,returning_activation_share,0.06851958817812874,0.07561018385098364,1.070921602148631,0.9234151408733376,1.241990765782672,1.0818387120538686,0.9125883684733974,1.2824785405233778,returning activation share: +25 percentage points,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,5,nearby,-0.011406878207983227,0.09909182407757768,0.988657933559854,0.8141368119937239,1.2005899932189477,0.9904074513330392,0.8405024274321085,1.1670482887870528,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,5,outcomes,0.384799587060222,0.09551623829588154,1.469319821226457,1.2184599923268833,1.7718273481643925,1.3849222250951474,1.1820053047644938,1.622674248441418,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
quiet_period_onset_hard_output,onset_after_5_quiet_meetings,5,papers,0.020421036452337393,0.424650925857044,1.0206309724187328,0.4440159569018953,2.3460588874524784,1.0129757321991952,0.5989556090610946,1.7131817759132624,per doubling of count + 1,412,58,41,31,concern and ATCM meeting,concern and ATCM meeting
quiet_period_onset_hard_output,onset_after_5_quiet_meetings,5,effective_meetings,0.8687371089053284,0.461671626727304,2.3838983476973623,0.9645059482404639,5.8921060492385635,1.9525878533986691,0.972547140719742,3.9202205894291926,effective meetings: 1 to 2,412,58,41,31,concern and ATCM meeting,concern and ATCM meeting
quiet_period_onset_hard_output,onset_after_5_quiet_meetings,5,returning_activation_share,-0.20236545020495877,0.3711472157205231,0.816796374989791,0.39462710694275194,1.6905993188482278,0.8034643324907464,0.365887425099106,1.7643539769368755,returning activation share: +25 percentage points,412,58,41,31,concern and ATCM meeting,concern and ATCM meeting
quiet_period_onset_hard_output,onset_after_5_quiet_meetings,5,nearby,-0.052798046948706934,0.41127020925534674,0.9485715600607623,0.42363304554788467,2.1239797367375166,0.9622562599142451,0.5347904485143863,1.731401733737664,per doubling of count + 1,412,58,41,31,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_hard_output,outcome_count_hard,8,any_attention,0.44399541193666714,0.17586593544363327,1.5589233331665238,1.1043955574420778,2.2005176879919524,2.876455526737299,1.26654922752954,6.532708099657796,first focal paper: none to one,1755,338,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_hard_output,outcome_count_hard,8,positive_log_papers,0.40034876462536817,0.15177051067068997,1.4923450840639712,1.108356806165701,2.009365429562714,1.182225509826484,1.0439554691212427,1.3388091709131793,per doubling of papers after the first,1755,338,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_hard_output,outcome_count_hard,8,nearby,-0.2594034091511813,0.19187012932744013,0.7715117253675026,0.5296870796085462,1.1237395913440682,0.8781384878903609,0.727351767468119,1.0601846842259433,per doubling of count + 1,1755,338,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_hard_output,outcome_count_hard,8,outcomes,0.42207715083185254,0.11105216312403678,1.5251261848982742,1.2268070637516741,1.8959867028717954,1.3861329338693504,1.171324142038286,1.6403354472091562,per doubling of count + 1,1755,338,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_high_confidence_hard_output,outcome_count_high_confidence,8,any_attention,0.8622379458871927,0.3112533126188019,2.368455241707243,1.2868295153761962,4.35922565106116,7.782164389874286,1.8223128867589293,33.2336356896098,first focal paper: none to one,1755,254,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_high_confidence_hard_output,outcome_count_high_confidence,8,positive_log_papers,0.48024999526754397,0.20209097678059595,1.6164784636500622,1.0877938787173564,2.4021119024180564,1.222390001929066,1.0358128934356048,1.4425745482468617,per doubling of papers after the first,1755,254,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_high_confidence_hard_output,outcome_count_high_confidence,8,nearby,-0.27861737978076895,0.2314643535431543,0.7568294260637883,0.48080787702813144,1.1913090602767518,0.8697265606620715,0.6929153652190406,1.0916546641767126,per doubling of count + 1,1755,254,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_high_confidence_hard_output,outcome_count_high_confidence,8,outcomes,0.5280426252840896,0.09857706427630875,1.6956101139242634,1.3977049629533065,2.0570104096699144,1.504547861770864,1.295666009885981,1.7471047716675707,per doubling of count + 1,1755,254,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_soft_output,outcome_mass,8,any_attention,0.17685746638993421,0.0685295275074181,1.1934609727025758,1.0434573686160382,1.3650285447246644,1.5232723994034747,1.1065309300352806,2.09696696206263,first focal paper: none to one,1755,1755,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_soft_output,outcome_mass,8,positive_log_papers,0.2518371794502349,0.11602393912734506,1.2863865700639712,1.0247311225965743,1.6148532733619543,1.111045228857051,1.0102674284844984,1.2218759763617952,per doubling of papers after the first,1755,1755,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_soft_output,outcome_mass,8,nearby,-0.08129933438720231,0.1297420166737794,0.9219176884717489,0.7149135254222176,1.1888601825166685,0.9600904423658138,0.8452529753581483,1.0905299175452328,per doubling of count + 1,1755,1755,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_soft_output,outcome_mass,8,outcomes,0.36924699262064054,0.08054283147140863,1.4466448701594476,1.2353854701223255,1.6940310785356911,1.3306247014771015,1.17765524749215,1.5034638532384474,per doubling of count + 1,1755,1755,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_any_hard_output,any_hard_output,8,any_attention,0.6073679063419316,0.1458266464672704,1.8355935805571282,1.3792607665994872,2.4429055582358585,4.243252447391837,2.1493697363746618,8.376963268621314,first focal paper: none to one,1755,338,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_any_hard_output,any_hard_output,8,positive_log_papers,0.22887692684076727,0.18975991493827185,1.257187303474953,0.8667085599212639,1.8235886768698877,1.1004297663815517,0.9419389162325601,1.2855883219921873,per doubling of papers after the first,1755,338,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_any_hard_output,any_hard_output,8,nearby,-0.15675548271435122,0.2087262043910977,0.8549130742870864,0.5678722239962243,1.2870436934627336,0.9244758335286621,0.7531633379339854,1.134754605983523,per doubling of count + 1,1755,338,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_any_hard_output,any_hard_output,8,outcomes,0.19676785866659344,0.10806929042782937,1.217461384789881,0.9850647040546167,1.5046851413451048,1.1644153480966386,0.9884264387300716,1.3717390083424177,per doubling of count + 1,1755,338,45,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_excluding_site_administration,outcome_count_hard,8,any_attention,0.5730312709198013,0.1797640847327537,1.7736352800923578,1.2469413900650923,2.522798691143039,3.780273633878224,1.6688744759629772,8.56293804766171,first focal paper: none to one,1599,240,41,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_excluding_site_administration,outcome_count_hard,8,positive_log_papers,0.33502594014460313,0.20837615487835384,1.3979766484685412,0.9292371266200395,2.1031646860386957,1.1510066160107022,0.9696615930170595,1.3662665817033142,per doubling of papers after the first,1599,240,41,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_excluding_site_administration,outcome_count_hard,8,nearby,-0.29935052672560886,0.22891210838155351,0.7412995185953803,0.47330358900797803,1.1610412196990119,0.862437706445118,0.6908698129082551,1.076612096231637,per doubling of count + 1,1599,240,41,39,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_excluding_site_administration,outcome_count_hard,8,outcomes,0.21935466698271522,0.12479289654737434,1.2452728555425148,0.9750764407871507,1.5903414541522205,1.22734921211702,0.976704384676356,1.542315271763043,per doubling of count + 1,1599,240,41,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,8,papers,0.28298880644608143,0.09097407278941251,1.3270903068771127,1.1103548220836437,1.5861314307639576,1.181812854312994,1.0637419751961343,1.3129891037362738,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,8,effective_meetings,0.14061163193325824,0.09066751723185923,1.1509775582435162,0.9635829505980994,1.374816084861122,1.0737882306114706,0.9813929312716829,1.174882279522469,effective meetings: 1 to 2,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,8,returning_activation_share,-0.05356050630954691,0.06660764624051468,0.9478485884486286,0.8318430540277868,1.0800317947885962,0.9444615323191529,0.8216695909886906,1.0856037460961845,returning activation share: +25 percentage points,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,8,nearby,-0.18038735399560757,0.12776529337696182,0.8349467288126531,0.6499841317943964,1.0725431681391706,0.8679941943486599,0.7131218445677684,1.0565009712745965,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,8,outcomes,0.44982178805978457,0.11226031993920424,1.5680327184356517,1.2583376959146955,1.9539481444982323,1.4045018803066034,1.189492786536054,1.6583753631069145,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,8,papers,0.1516561121368547,0.06659454987513684,1.1637599646842895,1.0213556304797258,1.326019277698458,1.093652805580473,1.012551723694,1.1812497388187773,per doubling of count + 1,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,8,effective_meetings,0.07386423926757839,0.07985419189097148,1.0766606273384804,0.9206733478237045,1.2590764240118526,1.0381061645653609,0.9590171251086913,1.123717586155165,effective meetings: 1 to 2,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,8,returning_activation_share,0.028153230829947733,0.06628723648403836,1.0285532784194849,0.9032374957425067,1.1712554577661827,1.0304905011907208,0.8971145508180751,1.1836957410577622,returning activation share: +25 percentage points,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,8,nearby,-0.09904737003967036,0.10154504185973888,0.9056998039717297,0.7422451852280334,1.1051498227804852,0.925210855513294,0.791414441592338,1.081626872308933,per doubling of count + 1,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,8,outcomes,0.391204505165194,0.08405354877245344,1.4787608967340868,1.2541518778265879,1.74359567479128,1.3436877596533234,1.1865035865085214,1.5216951857306504,per doubling of count + 1,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,8,papers,0.25717565104606693,0.10719210392022248,1.2932722714369966,1.0482049474910455,1.5956356360186872,1.1639413413156716,1.0281807953642337,1.317627650829444,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,8,effective_meetings,0.1009470131776007,0.10728065145356243,1.1062180252324474,0.8964407632682176,1.3650855354767437,1.0524389534677228,0.9461528527089985,1.170664705607457,effective meetings: 1 to 2,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,8,latest_attention_lag,-0.12405280076661301,0.17083087359514676,0.8833331989813167,0.6319902494668338,1.234635409455814,0.9232260953075283,0.7441693160087127,1.1453662556637931,attention is one meeting farther in the past,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,8,returning_activation_share,-0.04332112836540074,0.06747116824902126,0.9576038269344058,0.8389831818946005,1.0929957943717405,0.9548351459775222,0.8291959345340028,1.0995111264098096,returning activation share: +25 percentage points,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,8,nearby,-0.1587624334635436,0.13690259846501548,0.8531990264322922,0.6524038372847556,1.115794446787232,0.8828510802651974,0.715204491686174,1.089794651719598,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,8,outcomes,0.4483546141293274,0.11307656299673005,1.565733828557091,1.2544842734750623,1.9542073772651236,1.4029466442621148,1.1867410479562874,1.6585415074635792,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,8,papers,0.12968277495167857,0.06532370613484771,1.1384671757307692,1.001649670138532,1.2939728817932294,1.079558682820625,1.000973478944482,1.1643135149618116,per doubling of count + 1,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,8,effective_meetings,0.035286411574626475,0.09116072007097117,1.035916364751956,0.8664173139041497,1.2385748732620843,1.0180263415211925,0.9299738611161599,1.1144158727076021,effective meetings: 1 to 2,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,8,latest_attention_lag,-0.09953041024898232,0.096622424203613,0.9052624201943255,0.7490793486016378,1.0940096679289175,0.9379201565130197,0.8302423959185073,1.0595631159261518,attention is one meeting farther in the past,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,8,returning_activation_share,0.035244733883594594,0.0671462254746245,1.0358731910494674,0.9081353314435603,1.1815785938306425,1.0383162183434265,0.9023052602352523,1.1948290858837594,returning activation share: +25 percentage points,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,8,nearby,-0.07742484916960567,0.10708657051212457,0.9254965736192978,0.7502757094735346,1.1416388628416263,0.9410453091409384,0.7981266086227925,1.1095561334363395,per doubling of count + 1,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,8,outcomes,0.39027203988818987,0.08462502359432642,1.4773826462301245,1.2515803010107525,1.7439228482736993,1.3427419340120292,1.1846659463526217,1.521910802708012,per doubling of count + 1,1353,1353,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,8,papers,0.08691057659378872,0.16995585824042042,1.0907991323829254,0.7817635846555981,1.5219981725440965,1.0526425404902158,0.8647328250637203,1.281385748214248,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,8,effective_meetings,0.03394512649151479,0.1578481813294543,1.0345278369985134,0.759240028183846,1.4096304275275484,1.0173352310566155,0.8698311893168629,1.1898526806814662,effective meetings: 1 to 2,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,8,latest_attention_lag,-0.18285200137791888,0.10890525021773123,0.83289141339741,0.6728005910676589,1.0310753523719391,0.8889239517288191,0.7747670592583673,1.0199011206201407,attention is one meeting farther in the past,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,8,returning_activation_share,-0.029652708537035017,0.1144290745859174,0.9707826195277355,0.7757432362095493,1.2148593121894253,0.9688605374160372,0.7626883238958043,1.2307658470071623,returning activation share: +25 percentage points,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,8,nearby,-0.06318536914685409,0.1345337832076458,0.9387694386693312,0.7211763474937429,1.222014645990837,0.951620775662981,0.7737295307341404,1.1704117068068567,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,8,outcomes,0.22986591116880234,0.10632721216432812,1.2584312570393927,1.0216965964281866,1.5500190900411388,1.189559573090081,1.0163410416096186,1.3923003401389586,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,8,papers,0.19530601905461953,0.19014037497266187,1.2156829517202064,0.8374706037559773,1.7647007936457442,1.1223548256654117,0.9004793894505972,1.3988997077023562,per doubling of count + 1,1205,232,41,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,8,effective_meetings,-0.09179474386051283,0.17852763390913454,0.9122923839417397,0.6429367630451891,1.2944933959852063,0.9547413793433659,0.8002244745645762,1.139094254679553,effective meetings: 1 to 2,1205,232,41,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,8,latest_attention_lag,-0.27127030292766807,0.15677666298759202,0.7624103867906702,0.5607093713204725,1.036668241369691,0.8446013954895231,0.6975356237243167,1.0226739581472384,attention is one meeting farther in the past,1205,232,41,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,8,returning_activation_share,0.021020556906747766,0.1492695091040072,1.0212430450197918,0.7621989402418742,1.368326957618615,1.0227196523013218,0.7481045717916552,1.3981407501605696,returning activation share: +25 percentage points,1205,232,41,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,8,nearby,-0.12792099355370526,0.15498854440929968,0.8799228959794934,0.6494051164592733,1.1922670198387564,0.9051999174347747,0.7145365985693997,1.1467388684700655,per doubling of count + 1,1205,232,41,39,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,8,outcomes,0.24257991679639457,0.1238097900017951,1.2745331016958859,0.9999127322009321,1.6245764005254268,1.2465218573863213,0.9999207264913549,1.553939927212098,per doubling of count + 1,1205,232,41,39,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,8,papers,0.25184564000036097,0.10385063764145014,1.2863974536480691,1.0494837643024082,1.5767927671107842,1.1602849532103332,1.0289210808818803,1.3084202449156113,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,8,effective_meetings,0.12539433975233275,0.09446860088315424,1.1335953866632151,0.9419867051081706,1.3641790204635214,1.0655468709387796,0.9701941694036695,1.1702710343696383,effective meetings: 1 to 2,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,8,paper_weighted_lag,-0.13820041692102725,0.09557044361612255,0.8709241263216045,0.7221528301304126,1.0503439191286863,0.9073560527527906,0.7953335743963671,1.0351568611849182,attention is one meeting farther in the past,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,8,returning_activation_share,-0.03094039395230968,0.0795190555581457,0.9695333614055192,0.8296115142812679,1.1330543545946894,0.9675304788221182,0.819318229073787,1.1425538871605547,returning activation share: +25 percentage points,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,8,nearby,-0.097775801631825,0.1493687108917201,0.9068521957466652,0.6766923944519834,1.2152950316466167,0.9261346238819832,0.7360188990117762,1.1653577682647238,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,8,outcomes,0.4563732165602722,0.11156707105849914,1.578339297219688,1.2683308659708943,1.9641207227429451,1.411467600371238,1.1966193436891701,1.6648910093293954,per doubling of count + 1,1353,330,45,39,concern and ATCM meeting,concern and ATCM meeting
quiet_period_onset_hard_output,onset_after_8_quiet_meetings,8,papers,0.8672108026418458,0.6518925744393024,2.3802625640832473,0.6633194079056106,8.541360024222854,1.6408501605271872,0.7910356039847039,3.403625874410274,per doubling of count + 1,296,37,36,24,concern and ATCM meeting,concern and ATCM meeting
