paper_id,archive_categories,category_count,primary_concern,assignment_method,conditional_information,conditional_probability,marginal_idf,runner_up,runner_up_information,information_margin,full_bundle_support,remainder_support,conditional_tie_count,collector_first_match,matches_collector_first_match
6780,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
6784,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
6795,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
6806,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
6807,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
6808,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
6812,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
4808,Area Protection and Management Plans General	Operational issues,2,Operational issues,conditional_information,5.932245187448011,0.002652519893899204,2.979584635286876,Area Protection and Management Plans General,5.8111409929767,0.12110419447131093,1,377,1,Area Protection and Management Plans General,False
4831,Area Protection and Management Plans General,1,Area Protection and Management Plans General,single_archive_category,2.8584804408155655,0.057355849688118056,2.8584804408155655,,,,377,6573,1,Area Protection and Management Plans General,True
4844,Area Protection and Management Plans General,1,Area Protection and Management Plans General,single_archive_category,2.8584804408155655,0.057355849688118056,2.8584804408155655,,,,377,6573,1,Area Protection and Management Plans General,True
4861,Area Protection and Management Plans General	Environmental Protection General,2,Area Protection and Management Plans General,conditional_information,4.399375273008495,0.012285012285012284,2.8584804408155655,Environmental Protection General,4.32280727501391,0.07656799799458458,5,407,1,Area Protection and Management Plans General,True
4864,Area Protection and Management Plans General,1,Area Protection and Management Plans General,single_archive_category,2.8584804408155655,0.057355849688118056,2.8584804408155655,,,,377,6573,1,Area Protection and Management Plans General,True
4865,Area Protection and Management Plans General,1,Area Protection and Management Plans General,single_archive_category,2.8584804408155655,0.057355849688118056,2.8584804408155655,,,,377,6573,1,Area Protection and Management Plans General,True
4876,Area Protection and Management Plans General	Waste management and disposal,2,Waste management and disposal,conditional_information,5.932245187448011,0.002652519893899204,4.801741581699302,Area Protection and Management Plans General,3.9889840465642745,1.9432611408837364,1,377,1,Area Protection and Management Plans General,False
4879,Area Protection and Management Plans General	Environmental Protection General	Science issues,3,Area Protection and Management Plans General,conditional_information,2.890371757896165,0.05555555555555555,2.8584804408155655,Science issues,1.6094379124341003,1.2809338454620647,1,18,1,Area Protection and Management Plans General,True
4843,Cooperation with Other Organisations	Operational issues,2,Cooperation with Other Organisations,conditional_information,3.8652308439213874,0.020958083832335328,3.462849459473995,Operational issues,3.381966019734268,0.4832648241871196,7,334,1,Cooperation with Other Organisations,True
4856,Cooperation with Other Organisations	Science issues,2,Cooperation with Other Organisations,conditional_information,2.947134398588113,0.052489905787348586,3.462849459473995,Science issues,1.6643145226599347,1.2828198759281781,39,743,1,Cooperation with Other Organisations,True
4857,Cooperation with Other Organisations	Operational issues	Science issues,3,Cooperation with Other Organisations,marginal_idf_tiebreak,2.0541237336955462,0.1282051282051282,3.462849459473995,Operational issues,2.0541237336955462,0.0,5,39,2,Cooperation with Other Organisations,True
4863,Cooperation with Other Organisations	Science issues,2,Cooperation with Other Organisations,conditional_information,2.947134398588113,0.052489905787348586,3.462849459473995,Science issues,1.6643145226599347,1.2828198759281781,39,743,1,Cooperation with Other Organisations,True
4875,Cooperation with Other Organisations	Operation of the Antarctic Treaty system Reports	Safety and Operations in Antarctica,3,Safety and Operations in Antarctica,conditional_information,3.828641396489095,0.021739130434782608,2.8611364848736818,Cooperation with Other Organisations,1.6094379124341003,2.2192034840549946,1,46,1,Cooperation with Other Organisations,False
4877,Cooperation with Other Organisations	Safety and Operations in Antarctica	Science issues,3,Safety and Operations in Antarctica,conditional_information,3.6635616461296463,0.02564102564102564,2.8611364848736818,Cooperation with Other Organisations,2.4849066497880004,1.178654996341646,1,39,1,Cooperation with Other Organisations,False
4898,Environmental Domains Analysis	Environmental Monitoring and Reporting,2,Environmental Domains Analysis,conditional_information,5.556828061699537,0.003861003861003861,5.95751228420736,Environmental Monitoring and Reporting,2.833213344056216,2.723614717643321,1,259,1,Environmental Domains Analysis,True
4874,Environmental Impact Assessment EIA Other EIA Matters	Tourism and NG_Activities,2,Environmental Impact Assessment EIA Other EIA Matters,conditional_information,3.2321210516182215,0.039473684210526314,3.4016538984470754,Tourism and NG_Activities,2.093234863812172,1.1388861878060497,27,684,1,Environmental Impact Assessment EIA Other EIA Matters,True
4809,Environmental Monitoring and Reporting	Environmental Protection General,2,Environmental Monitoring and Reporting,conditional_information,3.175599841386379,0.04176904176904177,3.2338975665640386,Environmental Protection General,2.7236147176433216,0.4519851237430572,17,407,1,Environmental Monitoring and Reporting,True
4810,Environmental Monitoring and Reporting	Environmental Protection General,2,Environmental Monitoring and Reporting,conditional_information,3.175599841386379,0.04176904176904177,3.2338975665640386,Environmental Protection General,2.7236147176433216,0.4519851237430572,17,407,1,Environmental Monitoring and Reporting,True
4812,Environmental Monitoring and Reporting	Operation of the Antarctic Treaty system Reports,2,Environmental Monitoring and Reporting,conditional_information,5.976350909297934,0.0025380710659898475,3.2338975665640386,Operation of the Antarctic Treaty system Reports,5.556828061699537,0.41952284759839653,1,394,1,Environmental Monitoring and Reporting,True
4823,Environmental Protection General	Institutional and legal matters,2,Institutional and legal matters,conditional_information,4.062903036387282,0.0171990171990172,4.8989053301529495,Environmental Protection General,1.9459101490553135,2.1169928873319686,7,407,1,Environmental Protection General,False
4825,Environmental Protection General,1,Environmental Protection General,single_archive_category,2.7819124428209814,0.06191997565799483,2.7819124428209814,,,,407,6573,1,Environmental Protection General,True
4826,Environmental Protection General	Operation of the Antarctic Treaty system General,2,Environmental Protection General,conditional_information,2.879630516064752,0.056155507559395246,2.7819124428209814,Operation of the Antarctic Treaty system General,2.750716647421113,0.12891386864363907,26,463,1,Environmental Protection General,True
4830,Exchange of Information,1,Exchange of Information,single_archive_category,2.994667877498204,0.05005324813631523,2.9946678774982045,,,,329,6573,1,Exchange of Information,True
4833,Exchange of Information	Operational issues	Science issues,3,Exchange of Information,conditional_information,2.9704144655697013,0.05128205128205128,2.9946678774982045,Science issues,2.2512917986064953,0.719122666963206,2,39,1,Exchange of Information,True
4838,Exchange of Information	Operational issues	Science issues,3,Exchange of Information,conditional_information,2.9704144655697013,0.05128205128205128,2.9946678774982045,Science issues,2.2512917986064953,0.719122666963206,2,39,1,Exchange of Information,True
4884,Exchange of Information	Tourism and NG_Activities,2,Exchange of Information,conditional_information,4.918520005188451,0.007309941520467836,2.9946678774982045,Tourism and NG_Activities,4.186619838331271,0.7319001668571792,5,684,1,Exchange of Information,True
4901,Exchange of Information	Operational issues,2,Exchange of Information,conditional_information,2.86670201381026,0.05688622754491018,2.9946678774982045,Operational issues,2.8516187715989316,0.015083242211328507,19,334,1,Exchange of Information,True
4804,Inspections	Operation of the Antarctic Treaty system Reports,2,Inspections,conditional_information,5.976350909297934,0.0025380710659898475,4.216014649760194,Operation of the Antarctic Treaty system Reports,4.574710978503383,1.401639930794551,1,394,1,Inspections,True
4868,Inspections,1,Inspections,single_archive_category,4.216014649760194,0.014757340635934885,4.216014649760194,,,,97,6573,1,Inspections,True
4899,Inspections,1,Inspections,single_archive_category,4.216014649760194,0.014757340635934885,4.216014649760194,,,,97,6573,1,Inspections,True
4815,Institutional and legal matters	Operation of the Antarctic Treaty system General,2,Institutional and legal matters,conditional_information,3.7398317812878634,0.023758099352051837,4.8989053301529495,Operation of the Antarctic Treaty system General,1.493925025312256,2.245906755975607,11,463,1,Institutional and legal matters,True
4827,Institutional and legal matters	Operation of the Antarctic Treaty system Reports,2,Institutional and legal matters,conditional_information,4.877738620629824,0.007614213197969543,4.8989053301529495,Operation of the Antarctic Treaty system Reports,2.793208009442517,2.084530611187307,3,394,1,Institutional and legal matters,True
4829,Institutional and legal matters	Operation of the Antarctic Treaty system Reports,2,Institutional and legal matters,conditional_information,4.877738620629824,0.007614213197969543,4.8989053301529495,Operation of the Antarctic Treaty system Reports,2.793208009442517,2.084530611187307,3,394,1,Institutional and legal matters,True
4839,Institutional and legal matters	Operation of the Antarctic Treaty system General,2,Institutional and legal matters,conditional_information,3.7398317812878634,0.023758099352051837,4.8989053301529495,Operation of the Antarctic Treaty system General,1.493925025312256,2.245906755975607,11,463,1,Institutional and legal matters,True
4855,Institutional and legal matters	Liability,2,Institutional and legal matters,conditional_information,4.382026634673881,0.0125,4.8989053301529495,Liability,3.891820298110627,0.4902063365632543,1,80,1,Institutional and legal matters,True
4878,Institutional and legal matters	Tourism and NG_Activities,2,Institutional and legal matters,conditional_information,5.834810737062605,0.0029239766081871343,4.8989053301529495,Tourism and NG_Activities,3.1986731175506815,2.6361376195119233,2,684,1,Institutional and legal matters,True
4880,Institutional and legal matters,1,Institutional and legal matters,single_archive_category,4.8989053301529495,0.007454739084132056,4.8989053301529495,,,,49,6573,1,Institutional and legal matters,True
4881,Institutional and legal matters,1,Institutional and legal matters,single_archive_category,4.8989053301529495,0.007454739084132056,4.8989053301529495,,,,49,6573,1,Institutional and legal matters,True
4882,Institutional and legal matters,1,Institutional and legal matters,single_archive_category,4.8989053301529495,0.007454739084132056,4.8989053301529495,,,,49,6573,1,Institutional and legal matters,True
4883,Institutional and legal matters,1,Institutional and legal matters,single_archive_category,4.8989053301529495,0.007454739084132056,4.8989053301529495,,,,49,6573,1,Institutional and legal matters,True
4803,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4805,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4816,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4817,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4820,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4832,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4835,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4842,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4847,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4848,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4850,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4851,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4852,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4853,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4854,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4858,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4862,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4866,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4867,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4870,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4871,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4872,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4873,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4889,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4891,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4892,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4893,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4894,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4895,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4896,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4897,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4900,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4902,Opening statements,1,Opening statements,single_archive_category,3.093632141758172,0.045336984634109234,3.093632141758172,,,,298,6573,1,Opening statements,True
4798,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
4800,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
4801,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
4802,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
4886,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
4888,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
4806,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
4807,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
4811,Operation of the Antarctic Treaty system Reports	Science issues,2,Operation of the Antarctic Treaty system Reports,conditional_information,3.777482700661543,0.02288021534320323,2.8143747189656425,Science issues,3.1431375652417177,0.6343451354198253,17,743,1,Operation of the Antarctic Treaty system Reports,True
4814,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
4824,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
4834,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
4845,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
4860,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
4885,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
4828,Operational issues	Science issues,2,Operational issues,conditional_information,2.947134398588113,0.052489905787348586,2.979584635286876,Science issues,2.147579346847054,0.7995550517410588,39,743,1,Operational issues,True
4840,Operational issues	Prevention of marine pollution,2,Prevention of marine pollution,conditional_information,5.8111409929767,0.0029940119760479044,4.713188184357857,Operational issues,4.07753744390572,1.7336035490709802,1,334,1,Operational issues,False
4846,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
4849,Safety and Operations in Antarctica	Science issues,2,Safety and Operations in Antarctica,conditional_information,4.125789394929759,0.016150740242261104,2.8611364848736818,Science issues,3.4446824936018943,0.681106901327865,12,743,1,Safety and Operations in Antarctica,True
4859,Site Guidelines for Visitors	Tourism and NG_Activities,2,Site Guidelines for Visitors,conditional_information,2.2374984764741592,0.1067251461988304,4.099377746034433,Tourism and NG_Activities,0.4008884410807526,1.8366100353934067,73,684,1,Site Guidelines for Visitors,True
4821,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
4822,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
4841,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
4869,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
4887,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
4890,Tourism and NG_Activities,1,Tourism and NG_Activities,single_archive_category,2.2627677106410258,0.10406207211319032,2.2627677106410258,,,,684,6573,1,Tourism and NG_Activities,True
5314,Environmental Protection General,1,Environmental Protection General,single_archive_category,2.7819124428209814,0.06191997565799483,2.7819124428209814,,,,407,6573,1,Environmental Protection General,True
5415,Historic Sites and Monuments,1,Historic Sites and Monuments,single_archive_category,3.6490620717609166,0.02601551802829758,3.649062071760916,,,,171,6573,1,Historic Sites and Monuments,True
5321,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
1446,Area Protection and Management Plans General	Management Plans,2,Area Protection and Management Plans General,conditional_information,1.9771626925594177,0.13846153846153847,2.8584804408155655,Management Plans,1.789110461056478,0.1880522315029396,63,455,1,Area Protection and Management Plans General,True
1485,Area Protection and Management Plans General	Management Plans,2,Area Protection and Management Plans General,conditional_information,1.9771626925594177,0.13846153846153847,2.8584804408155655,Management Plans,1.789110461056478,0.1880522315029396,63,455,1,Area Protection and Management Plans General,True
3403,Area Protection and Management Plans General,1,Area Protection and Management Plans General,single_archive_category,2.8584804408155655,0.057355849688118056,2.8584804408155655,,,,377,6573,1,Area Protection and Management Plans General,True
4702,Climate Change	Science issues,2,Climate Change,conditional_information,3.31485917871343,0.03633916554508748,3.458006834998207,Science issues,2.03688192726104,1.27797725145239,27,743,1,Climate Change,True
4728,Comprehensive Environmental Evaluations	Exchange of Information,2,Comprehensive Environmental Evaluations,conditional_information,4.409763389645481,0.0121580547112462,3.8139918858430018,Exchange of Information,3.590439381300684,0.8193240083447972,4,329,1,Comprehensive Environmental Evaluations,True
4727,Comprehensive Environmental Evaluations	Exchange of Information,2,Comprehensive Environmental Evaluations,conditional_information,4.409763389645481,0.0121580547112462,3.8139918858430018,Exchange of Information,3.590439381300684,0.8193240083447972,4,329,1,Comprehensive Environmental Evaluations,True
4703,Cooperation with Other Organisations	Science issues,2,Cooperation with Other Organisations,conditional_information,2.947134398588113,0.052489905787348586,3.462849459473995,Science issues,1.6643145226599347,1.2828198759281781,39,743,1,Cooperation with Other Organisations,True
1426,Drilling,1,Drilling,single_archive_category,5.35673842377843,0.004716263502205994,5.35673842377843,,,,31,6573,1,Drilling,True
4716,Drilling	Operation of the Antarctic Treaty system Reports,2,Drilling,conditional_information,5.976350909297934,0.0025380710659898475,5.35673842377843,Operation of the Antarctic Treaty system Reports,3.4339872044851463,2.5423637048127876,1,394,1,Drilling,True
1511,Drilling,1,Drilling,single_archive_category,5.35673842377843,0.004716263502205994,5.35673842377843,,,,31,6573,1,Drilling,True
1449,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
1455,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
1480,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
1487,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
1491,Educational issues	Operation of the Antarctic Treaty system General,2,Educational issues,conditional_information,5.444579873526289,0.004319654427645789,3.5542836654336267,Operation of the Antarctic Treaty system General,4.543294782270004,0.9012850912562849,2,463,1,Educational issues,True
1524,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
1468,Emergency report and contingency planning,1,Emergency report and contingency planning,single_archive_category,4.87870262283543,0.007606876616461281,4.87870262283543,,,,50,6573,1,Emergency report and contingency planning,True
1433,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
1434,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
4726,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
1466,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
1454,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
1458,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
1482,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
4720,Environmental Impact Assessment EIA Other EIA Matters	Operation of the CEP,2,Operation of the CEP,conditional_information,3.7796338173824005,0.0228310502283105,4.940578026553518,Environmental Impact Assessment EIA Other EIA Matters,2.2407096892759584,1.538924128106442,5,219,1,Environmental Impact Assessment EIA Other EIA Matters,False
4721,Environmental Impact Assessment EIA Other EIA Matters	Operation of the CEP,2,Operation of the CEP,conditional_information,3.7796338173824005,0.0228310502283105,4.940578026553518,Environmental Impact Assessment EIA Other EIA Matters,2.2407096892759584,1.538924128106442,5,219,1,Environmental Impact Assessment EIA Other EIA Matters,False
1508,Environmental Impact Assessment EIA Other EIA Matters	Environmental Monitoring and Reporting,2,Environmental Impact Assessment EIA Other EIA Matters,conditional_information,3.6109179126442243,0.02702702702702703,3.4016538984470754,Environmental Monitoring and Reporting,3.4431615807611875,0.16775633188303685,7,259,1,Environmental Impact Assessment EIA Other EIA Matters,True
1452,Environmental Monitoring and Reporting	Waste management and disposal,2,Waste management and disposal,conditional_information,4.1705337005796475,0.015444015444015444,4.801741581699302,Environmental Monitoring and Reporting,2.6026896854443837,1.5678440151352637,4,259,1,Environmental Monitoring and Reporting,False
1453,Environmental Monitoring and Reporting	Tourism and NG_Activities,2,Environmental Monitoring and Reporting,conditional_information,3.349904087274605,0.03508771929824561,3.2338975665640386,Tourism and NG_Activities,2.378774231351592,0.9711298559230128,24,684,1,Environmental Monitoring and Reporting,True
1431,Environmental Protection General,1,Environmental Protection General,single_archive_category,2.7819124428209814,0.06191997565799483,2.7819124428209814,,,,407,6573,1,Environmental Protection General,True
1438,Environmental Protection General,1,Environmental Protection General,single_archive_category,2.7819124428209814,0.06191997565799483,2.7819124428209814,,,,407,6573,1,Environmental Protection General,True
1439,Environmental Protection General,1,Environmental Protection General,single_archive_category,2.7819124428209814,0.06191997565799483,2.7819124428209814,,,,407,6573,1,Environmental Protection General,True
1440,Environmental Protection General	Operation of the Antarctic Treaty system General,2,Environmental Protection General,conditional_information,2.879630516064752,0.056155507559395246,2.7819124428209814,Operation of the Antarctic Treaty system General,2.750716647421113,0.12891386864363907,26,463,1,Environmental Protection General,True
1467,Environmental Protection General,1,Environmental Protection General,single_archive_category,2.7819124428209814,0.06191997565799483,2.7819124428209814,,,,407,6573,1,Environmental Protection General,True
1450,Environmental Protection General	Operation of the Antarctic Treaty system General,2,Environmental Protection General,conditional_information,2.879630516064752,0.056155507559395246,2.7819124428209814,Operation of the Antarctic Treaty system General,2.750716647421113,0.12891386864363907,26,463,1,Environmental Protection General,True
1463,Environmental Protection General	Operation of the Antarctic Treaty system General,2,Environmental Protection General,conditional_information,2.879630516064752,0.056155507559395246,2.7819124428209814,Operation of the Antarctic Treaty system General,2.750716647421113,0.12891386864363907,26,463,1,Environmental Protection General,True
