paper_id,category,fractional_weight
3207,Marine Acoustics,1.0
3208,Cooperation with Other Organisations,0.5
3208,Tourism and NG_Activities,0.5
3209,Exchange of Information,1.0
3210,Operation of the Antarctic Treaty system General,1.0
3211,Exchange of Information,1.0
3212,Exchange of Information,1.0
3213,Fauna and Flora_General,1.0
3214,Exchange of Information,1.0
3215,Liability,0.5
3215,Tourism and NG_Activities,0.5
3216,Exchange of Information,1.0
3217,Waste management and disposal,1.0
3218,Exchange of Information,1.0
3219,Exchange of Information,1.0
3220,Operation of the Antarctic Treaty system Reports,1.0
3221,Comprehensive Environmental Evaluations,0.5
3221,Sub glacial Lakes,0.5
3222,Tourism and NG_Activities,1.0
3223,Tourism and NG_Activities,1.0
3224,Exchange of Information,1.0
3225,Cooperation with Other Organisations,1.0
3226,Waste management and disposal,1.0
3227,Environmental Impact Assessment EIA Other EIA Matters,0.5
3227,Environmental Protection General,0.5
3228,Operation of the Antarctic Treaty system Reports,1.0
3229,Opening statements,0.5
3229,Operation of the Antarctic Treaty system General,0.5
3230,Specially Protected Species,1.0
3231,Climate Change,0.5
3231,Science issues,0.5
3232,Climate Change,0.5
3232,Science issues,0.5
3233,Operation of the Antarctic Treaty system Reports,0.5
3233,Science issues,0.5
3234,Exchange of Information,1.0
3235,Comprehensive Environmental Evaluations,1.0
3236,Exchange of Information,1.0
3237,Operational issues,0.5
3237,Science issues,0.5
3238,Science issues,1.0
3239,Operation of the Antarctic Treaty system The Secretariat,1.0
3240,Environmental Protection General,1.0
3241,International Polar Year,0.5
3241,Science issues,0.5
3242,Environmental Impact Assessment EIA Other EIA Matters,0.5
3242,Environmental Monitoring and Reporting,0.5
3243,Environmental Protection General,1.0
3244,Historic Sites and Monuments,1.0
3245,Marine Protected Areas,1.0
3246,Prevention of marine pollution,0.5
3246,Tourism and NG_Activities,0.5
3248,International Polar Year,0.5
3248,Science issues,0.5
3249,Operational issues,0.5
3249,Science issues,0.5
3250,Opening statements,1.0
3251,International Polar Year,1.0
3252,Operation of the Antarctic Treaty system The Secretariat,1.0
3253,Operation of the Antarctic Treaty system The Secretariat,1.0
3254,Inspections,1.0
3255,Comprehensive Environmental Evaluations,0.5
3255,Sub glacial Lakes,0.5
3256,Exchange of Information,1.0
3257,Science issues,1.0
3258,Operation of the Antarctic Treaty system General,1.0
3259,International Polar Year,1.0
3260,Exchange of Information,1.0
3261,Operation of the Antarctic Treaty system Reports,1.0
3262,Operation of the Antarctic Treaty system The Secretariat,1.0
3263,Operational issues,0.5
3263,Science issues,0.5
3264,Environmental Protection General,0.5
3264,Science issues,0.5
3265,Science issues,1.0
3266,Science issues,1.0
3267,Operation of the Antarctic Treaty system General,1.0
3268,Environmental Protection General,0.5
3268,Tourism and NG_Activities,0.5
3269,Operational issues,0.5
3269,Tourism and NG_Activities,0.5
3270,Operation of the Antarctic Treaty system Reports,1.0
3271,Tourism and NG_Activities,1.0
3272,Opening statements,1.0
3273,Science issues,1.0
3274,Operational issues,0.5
3274,Safety and Operations in Antarctica,0.5
3275,Exchange of Information,1.0
3278,Exchange of Information,1.0
3279,Environmental Protection General,1.0
3280,Cooperation with Other Organisations,0.5
3280,Science issues,0.5
3281,Tourism and NG_Activities,1.0
3282,Exchange of Information,1.0
3283,Emergency report and contingency planning,1.0
3284,Tourism and NG_Activities,1.0
3285,Tourism and NG_Activities,1.0
3286,Tourism and NG_Activities,1.0
3287,Operation of the Antarctic Treaty system Reports,0.5
3287,Tourism and NG_Activities,0.5
3288,Emergency report and contingency planning,0.5
3288,Tourism and NG_Activities,0.5
3289,Environmental Protection General,0.5
3289,Tourism and NG_Activities,0.5
3290,Liability,1.0
3291,Tourism and NG_Activities,1.0
3292,Operation of the Antarctic Treaty system Reports,1.0
3293,Operation of the Antarctic Treaty system Reports,1.0
3294,Tourism and NG_Activities,1.0
3295,Science issues,1.0
3296,Science issues,1.0
3297,Educational issues,1.0
3298,Science issues,1.0
3299,Tourism and NG_Activities,1.0
3300,Liability,1.0
3301,Operation of the Antarctic Treaty system Reports,0.5
3301,Science issues,0.5
3302,Operation of the Antarctic Treaty system Reports,1.0
3303,Operation of the Antarctic Treaty system The Secretariat,1.0
3304,Operational issues,1.0
3305,Operational issues,0.3333333333333333
3305,Safety and Operations in Antarctica,0.3333333333333333
3305,Search and Rescue,0.3333333333333333
3306,Operation of the Antarctic Treaty system Reports,1.0
3307,Operation of the Antarctic Treaty system Reports,1.0
3308,Science issues,1.0
3309,Tourism and NG_Activities,1.0
3310,Operation of the Antarctic Treaty system The Secretariat,1.0
3311,Operation of the Antarctic Treaty system Reports,1.0
3312,Operation of the Antarctic Treaty system The Secretariat,1.0
3319,Comprehensive Environmental Evaluations,0.5
3319,Sub glacial Lakes,0.5
3320,Comprehensive Environmental Evaluations,0.3333333333333333
3320,Drilling,0.3333333333333333
3320,Sub glacial Lakes,0.3333333333333333
3321,Operation of the Antarctic Treaty system General,1.0
3322,Safety and Operations in Antarctica,1.0
3323,Operation of the Antarctic Treaty system The Secretariat,1.0
3326,Environmental Impact Assessment EIA Other EIA Matters,1.0
3327,Management Plans,1.0
3328,Management Plans,1.0
3329,Management Plans,1.0
3330,Emergency report and contingency planning,1.0
3331,Management Plans,1.0
3332,Operation of the Antarctic Treaty system The Secretariat,1.0
3333,Operation of the Antarctic Treaty system The Secretariat,1.0
3334,Tourism and NG_Activities,1.0
3335,Operation of the Antarctic Treaty system General,1.0
3336,Management Plans,1.0
3337,Management Plans,1.0
3339,Management Plans,1.0
3340,Historic Sites and Monuments,1.0
3341,Historic Sites and Monuments,1.0
3342,Operation of the Antarctic Treaty system General,1.0
3343,Liability,1.0
3344,Area Protection and Management Plans General,0.5
3344,Management Plans,0.5
3345,Area Protection and Management Plans General,0.5
3345,Management Plans,0.5
3346,Environmental Domains Analysis,1.0
3347,State of the Antarctic Environment Report SAER,1.0
3349,Tourism and NG_Activities,1.0
3351,Operation of the Antarctic Treaty system General,1.0
3352,Exchange of Information,1.0
3353,Operation of the Antarctic Treaty system General,1.0
3354,Tourism and NG_Activities,1.0
3355,Historic Sites and Monuments,1.0
3356,Fauna and Flora_General,1.0
3357,Operation of the Antarctic Treaty system The Secretariat,1.0
3358,Environmental Protection General,0.5
3358,Tourism and NG_Activities,0.5
3359,Management Plans,1.0
3360,Management Plans,1.0
3361,Tourism and NG_Activities,1.0
3362,Management Plans,1.0
3363,Management Plans,1.0
3364,Management Plans,1.0
3365,Liability,1.0
3366,Operation of the Antarctic Treaty system General,1.0
3367,Marine Acoustics,1.0
3368,Comprehensive Environmental Evaluations,0.5
3368,Drilling,0.5
3370,Environmental Protection General,0.5
3370,Tourism and NG_Activities,0.5
3371,Environmental Protection General,0.5
3371,Tourism and NG_Activities,0.5
3372,Management Plans,1.0
3373,Historic Sites and Monuments,1.0
3374,Operation of the Antarctic Treaty system General,0.5
3374,Operation of the Antarctic Treaty system The Secretariat,0.5
3375,Operation of the Antarctic Treaty system The Secretariat,1.0
3376,Liability,1.0
3378,Operation of the Antarctic Treaty system General,1.0
3379,Liability,1.0
3381,Operation of the Antarctic Treaty system General,1.0
3382,Management Plans,1.0
3384,Operation of the Antarctic Treaty system General,1.0
3389,Inspections,1.0
3391,Operation of the Antarctic Treaty system The Secretariat,1.0
3392,Operation of the Antarctic Treaty system General,0.5
3392,Operation of the Antarctic Treaty system The Secretariat,0.5
3394,Safety and Operations in Antarctica,1.0
3396,Operation of the Antarctic Treaty system The Secretariat,1.0
3397,Operation of the Antarctic Treaty system The Secretariat,1.0
3399,Operation of the Antarctic Treaty system The Secretariat,1.0
3400,Operation of the Antarctic Treaty system General,1.0
3403,Area Protection and Management Plans General,1.0
3404,Management Plans,1.0
3408,Comprehensive Environmental Evaluations,0.5
3408,Sub glacial Lakes,0.5
3414,Operation of the Antarctic Treaty system The Secretariat,1.0
3417,Operation of the Antarctic Treaty system General,0.5
3417,Operation of the Antarctic Treaty system The Secretariat,0.5
3418,Tourism and NG_Activities,1.0
3556,Operational issues,1.0
3557,Institutional and legal matters,1.0
3558,Science issues,1.0
3559,Exchange of Information,1.0
3560,Exchange of Information,0.5
3560,Operational issues,0.5
3561,Cooperation with Other Organisations,1.0
3562,Historic Sites and Monuments,1.0
3563,Exchange of Information,1.0
3564,Exchange of Information,0.5
3564,Operational issues,0.5
3565,Cooperation with Other Organisations,0.5
3565,Exchange of Information,0.5
3566,Operation of the CEP,1.0
3567,Fauna and Flora_General,1.0
3568,Operational issues,1.0
3570,Environmental Protection General,1.0
3571,Operational issues,1.0
3572,Exchange of Information,1.0
3573,Environmental Protection General,1.0
3574,Science issues,1.0
3575,Exchange of Information,1.0
3576,Operational issues,1.0
3577,Operational issues,1.0
3578,Operation of the Antarctic Treaty system General,1.0
3579,Operation of the Antarctic Treaty system General,1.0
3580,Environmental Protection General,1.0
3581,Operational issues,1.0
3582,Operation of the Antarctic Treaty system General,1.0
3583,Operation of the Antarctic Treaty system General,1.0
3584,Operation of the Antarctic Treaty system General,1.0
3586,Operation of the Antarctic Treaty system General,1.0
3596,Operation of the Antarctic Treaty system General,1.0
3597,Exchange of Information,1.0
3598,Environmental Protection General,0.5
3598,Fauna and Flora_General,0.5
3599,Environmental Protection General,0.5
3599,Fauna and Flora_General,0.5
3600,Exchange of Information,1.0
3601,Exchange of Information,1.0
3602,Exchange of Information,1.0
3603,Exchange of Information,1.0
3604,Science issues,1.0
3605,Operation of the Antarctic Treaty system General,1.0
3606,Operation of the Antarctic Treaty system General,1.0
3607,Exchange of Information,1.0
3608,Operation of the Antarctic Treaty system General,1.0
3609,Exchange of Information,1.0
3610,Operational issues,1.0
3611,Operation of the Antarctic Treaty system General,1.0
3612,Operation of the Antarctic Treaty system General,1.0
3613,Environmental Protection General,0.5
3613,Fauna and Flora_General,0.5
3614,Operational issues,1.0
3615,Environmental Protection General,0.5
3615,Exchange of Information,0.5
3616,Operational issues,1.0
3617,Environmental Protection General,1.0
3618,Environmental Protection General,0.5
3618,Fauna and Flora_General,0.5
3619,Exchange of Information,1.0
3620,Exchange of Information,1.0
3621,Exchange of Information,1.0
3623,Exchange of Information,1.0
3624,Environmental Protection General,0.3333333333333333
3624,Fauna and Flora_General,0.3333333333333333
3624,Operation of the Antarctic Treaty system General,0.3333333333333333
3625,Operation of the Antarctic Treaty system General,1.0
3626,Operation of the Antarctic Treaty system General,1.0
3628,Operation of the Antarctic Treaty system General,1.0
3631,Environmental Protection General,0.5
3631,Fauna and Flora_General,0.5
3632,Environmental Protection General,0.5
3632,Fauna and Flora_General,0.5
3633,Environmental Protection General,0.5
3633,Fauna and Flora_General,0.5
3634,Environmental Protection General,0.5
3634,Fauna and Flora_General,0.5
3635,Environmental Protection General,0.5
3635,Fauna and Flora_General,0.5
3636,Environmental Protection General,0.5
3636,Fauna and Flora_General,0.5
3637,Environmental Protection General,0.5
3637,Fauna and Flora_General,0.5
3638,Environmental Protection General,0.5
3638,Prevention of marine pollution,0.5
3639,Environmental Protection General,0.5
3639,Prevention of marine pollution,0.5
3640,Operational issues,1.0
3641,Operational issues,1.0
3642,Operational issues,1.0
3643,Operational issues,1.0
3644,Operational issues,1.0
3645,Operational issues,1.0
3646,Operational issues,1.0
3647,Operational issues,1.0
3648,Operational issues,1.0
3649,Operational issues,1.0
3651,Operation of the Antarctic Treaty system General,1.0
3652,Operation of the Antarctic Treaty system General,1.0
3653,Operational issues,1.0
3654,Operational issues,1.0
3655,Operation of the Antarctic Treaty system General,0.5
3655,Operational issues,0.5
3656,Operation of the Antarctic Treaty system General,0.5
3656,Operational issues,0.5
3657,Operation of the Antarctic Treaty system General,1.0
3658,Inspections,1.0
3659,Environmental Protection General,0.5
3659,Fauna and Flora_General,0.5
3660,Exchange of Information,0.5
3660,Operational issues,0.5
3661,Exchange of Information,0.5
3661,Operational issues,0.5
3662,Operational issues,1.0
3663,Operational issues,1.0
3664,Operation of the Antarctic Treaty system General,1.0
3665,Operation of the Antarctic Treaty system General,1.0
3666,Operational issues,1.0
3668,Operational issues,1.0
3669,Operation of the Antarctic Treaty system General,1.0
3670,Operation of the Antarctic Treaty system General,1.0
3671,Operation of the Antarctic Treaty system General,1.0
3672,Operation of the Antarctic Treaty system General,1.0
3673,Fauna and Flora_General,0.5
3673,Operation of the Antarctic Treaty system General,0.5
3674,Environmental Protection General,0.5
3674,Fauna and Flora_General,0.5
3675,Operation of the Antarctic Treaty system General,1.0
3676,Operation of the Antarctic Treaty system General,1.0
3677,Operation of the Antarctic Treaty system General,1.0
3678,Environmental Protection General,0.5
3678,Fauna and Flora_General,0.5
3679,Historic Sites and Monuments,1.0
3680,Environmental Protection General,0.5
3680,Fauna and Flora_General,0.5
3681,Environmental Protection General,0.5
3681,Fauna and Flora_General,0.5
3682,Operation of the Antarctic Treaty system General,1.0
3683,Operational issues,1.0
3684,Operation of the Antarctic Treaty system General,1.0
3685,Environmental Protection General,0.5
3685,Fauna and Flora_General,0.5
3686,Environmental Protection General,0.5
3686,Fauna and Flora_General,0.5
3687,Operation of the Antarctic Treaty system General,1.0
3694,Environmental Impact Assessment EIA Other EIA Matters,1.0
3695,Operation of the Antarctic Treaty system General,1.0
3698,Human Footprint and wilderness values,1.0
3699,Human Footprint and wilderness values,1.0
3706,Operation of the Antarctic Treaty system General,1.0
3707,Operation of the Antarctic Treaty system General,1.0
3708,Environmental Protection General,0.5
3708,Fauna and Flora_General,0.5
3717,Opening statements,1.0
3718,Opening statements,1.0
3719,Opening statements,1.0
3720,Opening statements,1.0
3721,Opening statements,1.0
3722,Opening statements,1.0
3724,Opening statements,1.0
3725,Opening statements,1.0
3726,Opening statements,1.0
3727,Opening statements,1.0
3728,Opening statements,1.0
3736,Operation of the Antarctic Treaty system General,1.0
3738,Operation of the Antarctic Treaty system General,1.0
3739,Environmental Protection General,0.5
3739,Fauna and Flora_General,0.5
3741,Operational issues,1.0
3742,Operational issues,1.0
3743,Opening statements,1.0
3745,Opening statements,1.0
3746,Opening statements,1.0
3747,Opening statements,1.0
3749,Opening statements,1.0
3751,Opening statements,1.0
3752,Opening statements,1.0
3753,Operational issues,1.0
3754,Operational issues,1.0
3755,Opening statements,1.0
3756,Operation of the Antarctic Treaty system General,1.0
3757,Opening statements,1.0
3758,Opening statements,1.0
3759,Operation of the Antarctic Treaty system General,1.0
3760,Exchange of Information,1.0
3761,Operational issues,1.0
3762,Opening statements,1.0
3763,Exchange of Information,1.0
3766,Environmental Protection General,0.5
3766,Fauna and Flora_General,0.5
3767,Operation of the Antarctic Treaty system General,1.0
3768,Operation of the Antarctic Treaty system General,1.0
3769,Institutional and legal matters,0.5
3769,Operation of the Antarctic Treaty system General,0.5
3770,Institutional and legal matters,0.5
3770,Operation of the Antarctic Treaty system General,0.5
3771,Environmental Protection General,0.5
3771,Fauna and Flora_General,0.5
3772,Operational issues,1.0
3773,Operational issues,1.0
3774,Environmental Protection General,0.5
3774,Fauna and Flora_General,0.5
3775,Operational issues,1.0
3776,Operational issues,1.0
3777,Environmental Protection General,0.5
3777,Fauna and Flora_General,0.5
3778,Environmental Protection General,0.5
3778,Fauna and Flora_General,0.5
3779,Environmental Protection General,0.5
3779,Fauna and Flora_General,0.5
3780,Tourism and NG_Activities,1.0
3781,Environmental Protection General,0.5
3781,Fauna and Flora_General,0.5
3782,Management Plans,1.0
3783,Management Plans,1.0
3784,Management Plans,1.0
3785,Management Plans,1.0
3786,Fauna and Flora_General,1.0
3787,Fauna and Flora_General,1.0
3788,Management Plans,1.0
3789,Management Plans,1.0
3790,Management Plans,1.0
3791,Management Plans,1.0
3792,Tourism and NG_Activities,1.0
3793,Tourism and NG_Activities,1.0
3794,Environmental Protection General,0.5
3794,Fauna and Flora_General,0.5
3795,Environmental Protection General,0.5
3795,Fauna and Flora_General,0.5
3796,Environmental Protection General,0.5
3796,Fauna and Flora_General,0.5
3797,Environmental Protection General,0.5
3797,Fauna and Flora_General,0.5
3798,Environmental Protection General,0.5
3798,Fauna and Flora_General,0.5
3799,Operation of the Antarctic Treaty system General,1.0
3800,Operational issues,1.0
3801,Operational issues,1.0
3807,Operational issues,1.0
3808,Operation of the Antarctic Treaty system General,1.0
3809,Operation of the Antarctic Treaty system General,1.0
3810,Operation of the Antarctic Treaty system General,1.0
3811,Environmental Protection General,0.5
3811,Fauna and Flora_General,0.5
3812,Environmental Protection General,0.5
3812,Fauna and Flora_General,0.5
3813,Operation of the Antarctic Treaty system General,1.0
3814,Exchange of Information,0.5
3814,Operational issues,0.5
3815,Operational issues,1.0
3816,Environmental Protection General,0.5
3816,Fauna and Flora_General,0.5
3817,Operational issues,1.0
3818,Operation of the Antarctic Treaty system General,0.5
3818,Science issues,0.5
3819,Environmental Protection General,0.5
3819,Fauna and Flora_General,0.5
3820,Operational issues,1.0
3821,Operational issues,1.0
3822,Operational issues,1.0
3823,Tourism and NG_Activities,1.0
3824,Operational issues,1.0
3825,Operational issues,1.0
3826,Tourism and NG_Activities,1.0
3827,Environmental Protection General,0.5
3827,Fauna and Flora_General,0.5
3828,Operational issues,1.0
3829,Environmental Protection General,0.5
3829,Fauna and Flora_General,0.5
3830,Tourism and NG_Activities,1.0
3831,Operational issues,1.0
3832,Operational issues,1.0
3833,Operational issues,1.0
3834,Historic Sites and Monuments,1.0
3835,Historic Sites and Monuments,1.0
3836,Environmental Protection General,0.5
3836,Fauna and Flora_General,0.5
3837,Tourism and NG_Activities,1.0
3838,Operation of the Antarctic Treaty system General,1.0
3839,Operation of the Antarctic Treaty system General,1.0
3840,Tourism and NG_Activities,1.0
3841,Operational issues,0.5
3841,Science issues,0.5
3842,Historic Sites and Monuments,1.0
3843,Environmental Protection General,0.5
3843,Fauna and Flora_General,0.5
3844,Environmental Protection General,0.5
3844,Fauna and Flora_General,0.5
3845,Environmental Protection General,0.3333333333333333
3845,Fauna and Flora_General,0.3333333333333333
3845,Marine living resources,0.3333333333333333
3846,Environmental Protection General,0.3333333333333333
3846,Fauna and Flora_General,0.3333333333333333
3846,Marine living resources,0.3333333333333333
3847,Environmental Protection General,0.3333333333333333
3847,Fauna and Flora_General,0.3333333333333333
3847,Marine living resources,0.3333333333333333
3848,Operational issues,1.0
3849,Operational issues,1.0
3850,Environmental Protection General,0.5
3850,Fauna and Flora_General,0.5
3851,Management Plans,1.0
3852,Historic Sites and Monuments,1.0
3853,Environmental Protection General,0.5
3853,Fauna and Flora_General,0.5
3855,Operational issues,1.0
3856,Operational issues,1.0
3864,Operation of the Antarctic Treaty system Reports,1.0
3866,Exchange of Information,1.0
3867,Area Protection and Management Plans General,1.0
3868,Area Protection and Management Plans General,1.0
3869,Historic Sites and Monuments,1.0
3870,Human Footprint and wilderness values,1.0
3871,Exchange of Information,1.0
3872,Exchange of Information,1.0
3873,Exchange of Information,1.0
3874,Science issues,1.0
3875,Operational issues,0.5
3875,Science issues,0.5
3876,Operational issues,0.5
3876,Science issues,0.5
3878,Operational issues,0.5
3878,Science issues,0.5
3879,Historic Sites and Monuments,1.0
3880,Operational issues,1.0
3881,Operational issues,1.0
3882,Operational issues,1.0
3883,Science issues,1.0
3884,Science issues,1.0
3885,Science issues,1.0
3886,Science issues,1.0
3887,Operational issues,0.5
3887,Science issues,0.5
3888,Fauna and Flora_General,1.0
3889,Fauna and Flora_General,1.0
3890,Exchange of Information,0.5
3890,Fauna and Flora_General,0.5
3891,Area Protection and Management Plans General,1.0
3892,Area Protection and Management Plans General,1.0
3893,Tourism and NG_Activities,1.0
3894,Environmental Protection General,0.5
3894,Fauna and Flora_General,0.5
3895,Human Footprint and wilderness values,1.0
3896,Human Footprint and wilderness values,1.0
3897,Tourism and NG_Activities,1.0
3898,Operational issues,1.0
3899,Operational issues,0.5
3899,Science issues,0.5
3900,Operational issues,0.5
3900,Science issues,0.5
3901,Environmental Protection General,0.5
3901,Science issues,0.5
3902,Environmental Protection General,0.5
3902,Science issues,0.5
3903,Environmental Protection General,0.5
3903,Fauna and Flora_General,0.5
3904,Tourism and NG_Activities,1.0
3905,Tourism and NG_Activities,1.0
3906,Exchange of Information,0.5
3906,Fauna and Flora_General,0.5
3907,Operation of the Antarctic Treaty system General,1.0
3908,Area Protection and Management Plans General,1.0
3909,Institutional and legal matters,0.3333333333333333
3909,Operational issues,0.3333333333333333
3909,Science issues,0.3333333333333333
3910,Operation of the Antarctic Treaty system Reports,1.0
3911,Operational issues,1.0
3912,Operation of the Antarctic Treaty system General,1.0
3913,Operation of the Antarctic Treaty system General,0.5
3913,Operation of the Antarctic Treaty system The Secretariat,0.5
3914,Operational issues,1.0
3915,Operation of the Antarctic Treaty system General,1.0
3916,Operation of the Antarctic Treaty system General,1.0
3917,Opening statements,1.0
3919,Opening statements,1.0
3920,Opening statements,1.0
3921,Operational issues,1.0
3922,Opening statements,1.0
3923,Operation of the Antarctic Treaty system Reports,1.0
3924,Operation of the Antarctic Treaty system Reports,1.0
3925,Operation of the Antarctic Treaty system Reports,1.0
3926,Operation of the Antarctic Treaty system General,1.0
3927,Opening statements,1.0
3928,Opening statements,1.0
3939,Tourism and NG_Activities,1.0
3941,Operation of the Antarctic Treaty system Reports,1.0
3945,Inspections,1.0
3947,Inspections,1.0
3949,Science issues,1.0
3954,Management Plans,1.0
3955,Management Plans,1.0
3956,Historic Sites and Monuments,1.0
3957,Safety and Operations in Antarctica,1.0
3958,Operational issues,0.5
3958,Science issues,0.5
3959,Climate Change,0.3333333333333333
3959,Cooperation with Other Organisations,0.3333333333333333
3959,Environmental Protection General,0.3333333333333333
3960,Area Protection and Management Plans General,0.5
3960,Management Plans,0.5
3961,Comprehensive Environmental Evaluations,1.0
3962,Operation of the CEP,1.0
3963,Environmental Monitoring and Reporting,0.5
3963,Tourism and NG_Activities,0.5
3964,Area Protection and Management Plans General,0.5
3964,Management Plans,0.5
3966,Management Plans,1.0
3967,Tourism and NG_Activities,1.0
3968,Cooperation with Other Organisations,0.5
3968,Operation of the Antarctic Treaty system Reports,0.5
3969,Nonnative Species and Quarantine,1.0
3970,Management Plans,1.0
3971,Comprehensive Environmental Evaluations,1.0
3972,Climate Change,0.5
3972,Science issues,0.5
3973,Tourism and NG_Activities,1.0
3975,Comprehensive Environmental Evaluations,1.0
3976,Comprehensive Environmental Evaluations,0.5
3976,Sub glacial Lakes,0.5
3977,Site Guidelines for Visitors,0.5
3977,Tourism and NG_Activities,0.5
3978,Environmental Monitoring and Reporting,0.3333333333333333
3978,Management Plans,0.3333333333333333
3978,Marine Protected Areas,0.3333333333333333
3979,Tourism and NG_Activities,1.0
3980,Tourism and NG_Activities,1.0
3981,Tourism and NG_Activities,1.0
3982,Tourism and NG_Activities,1.0
3983,Tourism and NG_Activities,1.0
3984,Operation of the Antarctic Treaty system General,1.0
3985,Management Plans,1.0
3994,Operational issues,0.5
3994,Safety and Operations in Antarctica,0.5
3995,Operation of the Antarctic Treaty system General,1.0
3996,Operation of the CEP,1.0
3997,Tourism and NG_Activities,1.0
3998,Historic Sites and Monuments,1.0
4000,Biological Prospecting,1.0
4001,Science issues,1.0
4002,Environmental Protection General,1.0
4003,Management Plans,1.0
4004,Site Guidelines for Visitors,0.5
4004,Tourism and NG_Activities,0.5
4006,Management Plans,1.0
4007,Area Protection and Management Plans General,1.0
4008,Management Plans,1.0
4009,Fauna and Flora_General,0.5
4009,Nonnative Species and Quarantine,0.5
4010,Search and Rescue,0.5
4010,Tourism and NG_Activities,0.5
4011,Human Footprint and wilderness values,1.0
4012,Operation of the Antarctic Treaty system General,0.5
4012,Operation of the CEP,0.5
4013,Search and Rescue,0.5
4013,Tourism and NG_Activities,0.5
4014,Fauna and Flora_General,0.5
4014,Marine Acoustics,0.5
4015,Management Plans,1.0
4016,Environmental Protection General,0.5
4016,Operation of the Antarctic Treaty system General,0.5
4017,Area Protection and Management Plans General,1.0
4018,Comprehensive Environmental Evaluations,1.0
4019,Comprehensive Environmental Evaluations,1.0
4020,Area Protection and Management Plans General,0.5
4020,Climate Change,0.5
4021,Climate Change,1.0
4022,Environmental Protection General,0.5
4022,Tourism and NG_Activities,0.5
4023,Tourism and NG_Activities,1.0
4025,Tourism and NG_Activities,1.0
4026,Management Plans,1.0
4027,Operation of the Antarctic Treaty system General,0.5
4027,Operation of the Antarctic Treaty system Reports,0.5
4028,Tourism and NG_Activities,1.0
4032,Site Guidelines for Visitors,0.5
4032,Tourism and NG_Activities,0.5
4034,Tourism and NG_Activities,1.0
4035,Area Protection and Management Plans General,1.0
4036,Environmental Impact Assessment EIA Other EIA Matters,0.5
4036,Tourism and NG_Activities,0.5
4037,Fauna and Flora_General,0.5
4037,Nonnative Species and Quarantine,0.5
4038,Environmental Monitoring and Reporting,0.5
4038,Fauna and Flora_General,0.5
4039,Search and Rescue,0.5
4039,Tourism and NG_Activities,0.5
4040,Fauna and Flora_General,0.5
4040,Marine Acoustics,0.5
4044,Cooperation with Other Organisations,1.0
4045,Nonnative Species and Quarantine,1.0
4046,Management Plans,1.0
4047,Fauna and Flora_General,1.0
4048,Environmental Protection General,0.5
4048,Liability,0.5
4049,Environmental Monitoring and Reporting,1.0
4050,Science issues,1.0
4051,Science issues,1.0
4052,Operation of the Antarctic Treaty system General,1.0
4053,Inspections,1.0
4054,Inspections,1.0
4055,Inspections,1.0
4057,Nonnative Species and Quarantine,1.0
4058,Climate Change,0.5
4058,Science issues,0.5
4059,International Polar Year,0.5
4059,Science issues,0.5
4060,Human Footprint and wilderness values,1.0
4061,Safety and Operations in Antarctica,1.0
4062,Educational issues,1.0
4063,Educational issues,1.0
4064,Educational issues,1.0
4065,Waste management and disposal,1.0
4066,Environmental Protection General,1.0
4067,Nonnative Species and Quarantine,1.0
4068,Environmental Monitoring and Reporting,1.0
4069,Climate Change,1.0
4070,Fauna and Flora_General,1.0
4071,Cooperation with Other Organisations,0.5
4071,Science issues,0.5
4072,International Polar Year,0.5
4072,Science issues,0.5
4073,Climate Change,0.5
4073,Marine Protected Areas,0.5
4074,Cooperation with Other Organisations,0.5
4074,Operation of the Antarctic Treaty system Reports,0.5
4075,Climate Change,0.5
4075,Environmental Monitoring and Reporting,0.5
4076,International Polar Year,0.5
4076,Science issues,0.5
4077,Safety and Operations in Antarctica,0.5
4077,Search and Rescue,0.5
4078,Safety and Operations in Antarctica,1.0
4079,Climate Change,0.5
4079,Science issues,0.5
4080,Biological Prospecting,1.0
4081,Operational issues,1.0
4082,Comprehensive Environmental Evaluations,1.0
4083,Climate Change,1.0
4084,Operation of the Antarctic Treaty system Reports,1.0
4085,Cooperation with Other Organisations,0.5
4085,Operation of the Antarctic Treaty system Reports,0.5
4086,Fauna and Flora_General,0.5
4086,Nonnative Species and Quarantine,0.5
4087,Area Protection and Management Plans General,1.0
4088,Science issues,1.0
4089,Exchange of Information,1.0
4090,Environmental Impact Assessment EIA Other EIA Matters,0.5
4090,Sub glacial Lakes,0.5
4091,Area Protection and Management Plans General,0.5
4091,Management Plans,0.5
4092,Climate Change,0.5
4092,Operational issues,0.5
4093,Search and Rescue,0.5
4093,Tourism and NG_Activities,0.5
4095,Comprehensive Environmental Evaluations,1.0
4096,Science issues,1.0
4097,Operational issues,1.0
4098,Area Protection and Management Plans General,0.5
4098,Management Plans,0.5
4099,Environmental Impact Assessment EIA Other EIA Matters,0.5
4099,Sub glacial Lakes,0.5
4100,Operation of the Antarctic Treaty system General,1.0
4101,Safety and Operations in Antarctica,1.0
4102,Area Protection and Management Plans General,0.5
4102,Environmental Monitoring and Reporting,0.5
4103,Management Plans,1.0
4104,Cooperation with Other Organisations,0.5
4104,Operation of the Antarctic Treaty system Reports,0.5
4105,Operation of the Antarctic Treaty system Reports,0.5
4105,Science issues,0.5
4106,Operational issues,1.0
4107,Climate Change,1.0
4108,Environmental Impact Assessment EIA Other EIA Matters,0.5
4108,Tourism and NG_Activities,0.5
